Sentence_id	Prior_Emotion	Sentence	Temporal_Distance	Intensity	Duration	Gender	City	Country	Worker_id	Time	Angst	Ekel	Freude	Scham	Schuld	Traurigkeit	Wut
121	Ekel	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.	M	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/25/2018 11:47:24	0	5	0	0	0	0	0
261	Scham	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	M	Mi	Epm	Ml	Kassel	DEU	42	11/26/2018 19:39:24	0	0	0	5	0	0	0
437	Wut	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	J	S	Tol	Ml	Neuhausen	DEU	38	11/26/2018 17:34:19	0	0	0	0	0	0	5
335	Traurigkeit	Ich fühle ..., dass mein Opa gestorben ist.	J	S	Tol	Fl	Berlin	DEU	37	11/21/2018 15:36:28	0	0	0	0	0	5	0
1	Angst	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	J	Mi	Epm	Ml	Dortmund	DEU	20	11/26/2018 19:15:20	5	0	0	0	0	0	0
163	Freude	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.	M	I	Ms	Ml	nan	DEU	19	11/25/2018 09:08:50	0	0	5	0	0	0	0
35	Angst	Ich fühlte ..., als der Aufzug stecken blieb	M	I	Ms	Ml	nan	DEU	31	11/22/2018 17:13:32	5	0	0	0	0	0	0
319	Schuld	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.	T	S	Es	Ml	nan	DEU	22	11/28/2018 17:57:08	0	0	0	0	4	0	1
107	Ekel	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.	T	Mi	Epm	Fl	Lostau	DEU	3	11/24/2018 07:40:03	0	5	0	0	0	0	0
10	Angst	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	T	N	Ms	Ml	Freital	DEU	41	11/21/2018 09:56:23	1	0	1	0	0	1	2
380	Traurigkeit	Ich fühlte ..., als der Tag des Abfluges näher kam	M	I	Ms	Fl	nan	AUT	24	11/27/2018 20:44:11	0	0	5	0	0	0	0
182	Freude	Ich fühlte ..., als ich erneut Vater wurde.	J	S	Tol	Ml	Munich	DEU	28	11/22/2018 21:56:38	0	0	5	0	0	0	0
98	Ekel	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	W	S	Es	Ml	nan	DEU	22	11/25/2018 20:25:20	0	4	0	0	0	1	0
146	Freude	Ich fühlte ... als ich erfahren habe das meine Lieblingsband in meiner Stadt spielt	M	I	Es	Fl	Berlin	DEU	37	11/21/2018 15:35:10	0	0	5	0	0	0	0
390	Wut	Ich fühlte ..., als mein Sohn beim Überqueren des Zebrastreifens fast angefahren wurde.	M	S	Ms	Ml	Gelsenkirchen	DEU	48	11/20/2018 23:52:25	2	0	0	0	0	0	3
334	Traurigkeit	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.	W	I	Tol	Ml	Bremen	DEU	39	11/21/2018 11:17:56	1	0	0	1	0	0	3
444	Wut	Ich fühlte ..., als ich sah das jemand auf dem Parkplatz mein Auto angefahren hatte und sich aus dem Staub gemacht hat.	M	I	Ms	Ml	Ingolstadt	DEU	28	11/28/2018 21:21:12	0	0	0	0	0	0	5
179	Freude	Ich fühlte ..., als mein Fussballverein in eine höhere Klasse aufgestiegen ist.	J	I	Ms	Ml	Neuhausen	DEU	38	11/22/2018 15:30:18	0	0	5	0	0	0	0
417	Wut	Ich fühlte ..., als ich hilflos zusehen musste ohne etwas dagegen unternehmen zu können	J	S	Tol	Fl	nan	AUT	24	11/23/2018 16:49:35	0	0	0	0	2	0	3
153	Freude	Ich fühlte ..., als ich zum ersten Mal Vater wurde.	J	S	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 18:14:32	0	0	5	0	0	0	0
363	Traurigkeit	Ich fühlte ..., als meine Nichte tödlich verunglückte.	J	S	Tol	Ml	Frechen	DEU	19	11/25/2018 09:07:28	0	0	0	0	0	5	0
195	Freude	Ich fühlte ..., als ich vor ein paar Jahren eine größere Geldsumme im Lotto gewonnen habe.	J	I	Tol	Ml	nan	DEU	28	11/26/2018 14:28:56	0	0	5	0	0	0	0
416	Wut	Ich fühlte ..., weil ich gestern was am Auto reparieren mußte und ich nicht weiterkam.	T	I	Ms	Ml	Munich	DEU	28	11/22/2018 21:44:58	0	0	0	1	0	0	4
258	Scham	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	J	Mi	Epm	Ml	nan	DEU	28	11/26/2018 14:25:48	0	0	1	3	1	0	0
311	Schuld	Ich fühlte ..., weil ich einem Arbeitskollegen mit dem ich zerstritten war, einfach nicht geholfen habe.	J	Mi	Ms	Ml	Altlußheim	DEU	28	11/25/2018 18:50:49	0	0	0	3	2	0	0
251	Scham	Ich fühlte ..., als ich geschwitzt habe	W	Mi	Epm	Ml	Krefeld	DEU	42	11/24/2018 08:19:14	1	0	0	4	0	0	0
37	Angst	Ich fühlte ..., als ich erfuhr das mein Sohn mit dem Krankenwagen ins Klinikum mußte.	J	S	Ms	Ml	Munich	DEU	28	11/22/2018 22:12:30	5	0	0	0	0	0	0
279	Schuld	Ich fühlte ..., als ich mal wieder den Diätplan nicht eingehalten hatte	T	Mi	Es	Ml	nan	DEU	31	11/21/2018 17:56:59	0	0	0	1	4	0	0
14	Angst	Ich fühlte ..., als ich mit meinem Fahrrad vor ein paar Jahren etwas zu schnell fuhr und eine brenzlige Situation mit einem Hindernis erlebte.	J	Mi	Epm	Ml	nan	DEU	20	11/24/2018 00:18:28	5	0	0	0	0	0	0
243	Scham	Ich fühlte ..., als mein Sohn mich in der Straßenbahn gefragt hat wann er auch so ein großes Spazi wie ich haben wird.	W	Mi	Epm	Ml	nan	AUT	43	11/26/2018 06:56:51	0	0	2	3	0	0	0
158	Freude	Ich fühlte ..., als ich beim Glücksspiel gewonnen habe.	J	S	Ms	Ml	nan	AUT	10	11/22/2018 13:25:54	0	0	5	0	0	0	0
23	Angst	Ich fühlte ..., als sah wie aggressive und betrunken manche Menschen in den Öffentlichen Verkehrsmitteln sind.	T	I	Es	Ml	Bremen	DEU	39	11/22/2018 12:41:56	0	0	0	0	0	0	5
214	Scham	Ich fühlte ..., als ich einem Bettler kein Geld gab.	T	Mi	Epm	Ml	nan	DEU	48	11/21/2018 23:38:35	0	0	0	3	2	0	0
150	Freude	Ich fühlte ..., als mein Sohn geboren wurde.	J	S	Tol	Ml	Frechen	DEU	19	11/25/2018 09:01:05	0	0	5	0	0	0	0
69	Ekel	Ich fühlte ..., als ich einen Bericht über spinnen im internet gesehen habe	T	S	Epm	Ml	Düsseldorf	DEU	31	11/20/2018 14:04:11	0	5	0	0	0	0	0
63	Angst	Ich fühlte ..., als ich im Urlaub über eine Hängebrücke gehen musste, die ziemlich hin und her schwankte.	M	Mi	Epm	Ml	Frechen	DEU	19	11/26/2018 17:04:26	5	0	0	0	0	0	0
55	Angst	Ich fühlte ..., als ich eine Operation vor mir hatte	M	I	Tol	Ml	Krefeld	DEU	42	11/24/2018 08:18:55	5	0	0	0	0	0	0
139	Freude	Ich fühlte ..., als ich die Schule beendet habe	J	I	Ms	Ml	Krefeld	DEU	12	11/20/2018 19:35:56	0	0	5	0	0	0	0
95	Ekel	Ich fühlte ..., weil ich noch nie soviel Eiter gesehen hatt	J	I	Epm	Fl	nan	AUT	24	11/23/2018 16:24:21	0	4	0	1	0	0	0
367	Traurigkeit	Ich fühlte ..., weil meine Kinder mich schon lange nicht besucht haben.	T	S	Tol	Ml	nan	DEU	28	11/26/2018 14:22:05	1	0	0	0	1	3	0
324	Schuld	Ich fühlte ..., als der Schrank umstürzte	T	I	Ms	Ml	nan	DEU	22		4	0	0	0	0	0	1
41	Angst	Ich fühlte ..., als auf der Autobahn direkt vor mir ein schlimmer Unfall passiert ist.	T	S	Tol	Fl	Lostau	DEU	3	11/24/2018 07:37:32	5	0	0	0	0	0	0
70	Ekel	Ich fühlte ..., als ich die Leute Würmer essen sah	J	I	Ms	Fl	nan	AUT	24	11/20/2018 18:19:05	0	5	0	0	0	0	0
280	Schuld	Ich fühlte ..., weil ich meinen Eltern nur einen Teil der Wahrheit erzählt habe.	J	Mi	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 18:10:28	0	0	0	2	3	0	0
34	Angst	Ich fühlte ..., als mein Motorrad in einer Kurve hinten wegrutschte.	J	S	Es	Ml	Neuhausen	DEU	38	11/22/2018 15:43:57	5	0	0	0	0	0	0
292	Schuld	Ich fühlte ..., als ich mal wieder das Wochenende vertrödelt hatte	W	Mi	Ms	Ml	nan	DEU	31	11/22/2018 17:43:42	0	0	0	1	4	0	0
207	Scham	Ich fühlte ..., als ich sah, dass mein bester Freund mit der Ehefrau eines Bekannten fremd ging.	M	Mi	Epm	Ml	nan	DEU	38	11/20/2018 18:56:19	0	0	0	2	0	0	3
118	Ekel	Ich fühlte ..., als ich verdorbene Lebensmittel (Margarine) in meinem Kühlschrank entdeckte.	M	Mi	Epm	Ml	nan	DEU	20	11/23/2018 22:30:52	0	5	0	0	0	0	0
272	Schuld	Ich fühlte ..., als ich einem Freund nicht sofort meine Hilfe angeboten habe, als er sie so sehr benötigt hat. Es ging nur um Geld.	M	S	Tol	Ml	Bremen	DEU	39	11/21/2018 11:19:55	0	0	0	1	4	0	0
266	Schuld	Ich fühlte ..., als ich vergaß die Rechnung zu bezahlen	M	Mi	Ms	Fl	nan	AUT	24	11/20/2018 18:23:13	0	0	0	2	3	0	0
396	Wut	Ich fühle ..., wenn in den Nachrichten so viele ungerechte Dinge gezeigt werden.	T	I	Epm	Ml	Vienna	AUT	10	11/22/2018 13:33:10	0	0	0	0	0	2	3
255	Scham	Ich fühlte ..., als ich den riesigen Fleck auf meiner Hose entdeckte.	M	S	Es	Fl	Dresden	DEU	50	11/26/2018 14:23:49	0	0	0	4	0	0	1
222	Scham	Ich fühlte ..., weil ich bei der Betriebsfeier ein wenig über den Durst getrunken habe.	M	Mi	Tol	Ml	Ingolstadt	DEU	28	11/21/2018 18:12:13	0	0	0	5	0	0	0
405	Wut	Ich fühlte ..., als ich auf Arbeit zu unrecht kritisiert wurde.	T	I	Epm	Fl	Dresden	DEU	50	11/22/2018 08:57:07	0	0	0	0	0	0	5
428	Wut	Ich fühlte ..., als vor Jahren mir mein Bafög längere Zeit nicht überwiesen wurde.	J	I	Es	Ml	nan	DEU	20	11/26/2018 18:56:40	1	0	0	0	0	0	4
7	Angst	Ich fühlte ... ab dem Tag wo viele Mitarbeiter in meiner Firma ihre Arbeit verloren.	W	I	Tol	Ml	nan	DEU	28	11/21/2018 06:27:18	1	0	0	0	0	2	2
86	Ekel	Ich fühlte ..., als ich aus Versehen in das Erbrochene in der Fußgängerzone getreten bin	W	S	Es	Ml	nan	DEU	22	11/25/2018 20:24:32	0	5	0	0	0	0	0
275	Schuld	Ich fühlte ..., als mein Konto ins Minus rutschte.	J	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 01:00:52	1	0	0	1	3	0	0
111	Ekel	Ich fühlte ..., als ich den Abfluß in der Küche reinigen musste. Ich musste mir Handschuhe anziehen, die Rohre abschrauben und so widerlichen Schlatz aus den Rohren ziehen.	W	I	Epm	Ml	nan	AUT	43	11/26/2018 06:52:09	0	5	0	0	0	0	0
410	Wut	Ich fühlte ..., als ein Kollege eine Projektidee als seine verkaufte, obwohl es meine war.	W	S	Tol	Fl	Lostau	DEU	3	11/24/2018 07:49:36	0	0	0	0	0	0	5
423	Wut	Ich fühlte ..., als ich etwas in der Arbeit zur Analyse erhalten habe bei dem der Fehler eigentlich bereits in der Meldung gestanden ist.	T	I	Es	Ml	nan	AUT	43	11/26/2018 06:23:56	0	0	1	1	1	0	2
167	Freude	Ich fühlte ..., als das Wochenende heran rückte	T	I	Ms	Ml	nan	DEU	31	11/22/2018 17:14:43	0	0	5	0	0	0	0
47	Angst	Ich fühlte ..., als ich als kleines Kind nachts alleine daheim war.	J	I	Ms	Ml	Neuhausen	DEU	38	11/22/2018 15:44:40	5	0	0	0	0	0	0
152	Freude	Ich fühlte ..., als ich mich ins Wochenende verabschieden konnte	T	I	Ms	Ml	Düsseldorf	DEU	31	11/26/2018 13:27:58	0	0	5	0	0	0	0
39	Angst	Ich fühlte ..., als das Flugzeug beim Landeversuch wieder durchstarten musste	M	I	Es	Fl	nan	AUT	24	11/23/2018 16:19:35	5	0	0	0	0	0	0
123	Ekel	Ich fühlte ..., als ich in die Obstschale gegriffen habe und eine auf der Unterseite total schimmelige gründe Orange angegriffen habe die zusätzlich auch noch so weich war.	T	I	Es	Ml	nan	AUT	43	11/26/2018 06:57:01	0	5	0	0	0	0	0
12	Angst	Ich fühlte ..., als ich mit dem Flugzeug flog.	M	I	Ms	Fl	Dresden	DEU	50	11/22/2018 08:50:50	4	0	1	0	0	0	0
186	Freude	Ich fühlte ..., als ich einige Geschenke zu meinem letzten Geburtstag bekam.	M	I	Es	Ml	Greven	DEU	20	11/23/2018 22:32:21	0	0	5	0	0	0	0
22	Angst	Ich fühlte ..., als meine Tochter zu nah an der Straße stand während der Bus vorfuhr	T	Mi	Epm	Ml	Voerde	DEU	5	11/22/2018 09:21:58	5	0	0	0	0	0	0
103	Ekel	Ich fühlte ..., weil jemand sein verschmutztes Taschentuch auf dem Arbeitstisch liegen ließ.	M	I	Es	Ml	Munich	DEU	28	11/22/2018 22:04:43	0	5	0	0	0	0	0
443	Wut	Ich fühlte ..., weil mein Arbeitskollege mich nicht abgeholt hat und ich zu spät zur Arbeit kam.	M	I	Ms	Ml	Ingolstadt	DEU	28	11/28/2018 20:59:53	0	0	0	0	0	0	5
233	Scham	Ich fühlte ..., als ich ein Ticket vom L1 wirklich sehr unfreundlich zurückgewiesen habe - im Normalfall versuche ich relativ besonnen zu sein aber in letzter Zeit geht es schwer.	T	Mi	Epm	Ml	nan	AUT	43	11/26/2018 06:52:02	0	0	0	1	2	0	2
345	Traurigkeit	Ich fühlte ..., als ich vom Tod von Stan Lee erfuhr.	T	Mi	Es	Ml	Gelsenkirchen	DEU	48	11/21/2018 23:45:00	0	0	0	0	0	5	0
305	Schuld	Ich fühlte ..., als sich ein Junge vor Schmerzen krümmte, weil ich ihn mit dem Fahrrad angefahren hatte.	J	I	Ms	Ml	Neuhausen	DEU	38	11/26/2018 17:39:19	0	0	0	0	5	0	0
5	Angst	Ich fühlte ..., als ich nachts alleine durch den Wald gehen musste	W	Mi	Es	Ml	Kassel	DEU	42	11/26/2018 19:39:23	5	0	0	0	0	0	0
188	Freude	Ich fühlte ..., als ich meine Frau geheiratet habe	M	I	Tol	Ml	nan	DEU	42	11/24/2018 08:19:06	0	0	5	0	0	0	0
73	Ekel	Ich fühlte ..., als unsere Katze eine tote Maus in der Küche fraß und dabei Blut auf dem Boden zurück blieb,	W	Mi	Epm	Ml	Gelsenkirchen	DEU	48	11/20/2018 21:48:23	0	5	0	0	0	0	0
174	Freude	Ich fühlte ..., als ich mein neues Auto abholen konnte.	M	S	Tol	Fl	Lostau	DEU	3	11/24/2018 07:42:09	0	0	5	0	0	0	0
78	Ekel	Ich fühle ..., wenn meine Tomaten in der Küche anfangen zu schimmeln und überall Obstfliegen im Haus sind.	T	I	Tol	Ml	Bremen	DEU	39	11/21/2018 11:23:07	0	5	0	0	0	0	0
99	Ekel	Ich fühlte ..., als plötzlich so ein widerlicher relativ platter grüner Käfer aus meiner Jacke gefallen ist.	T	Mi	Epm	Ml	nan	AUT	43	11/26/2018 06:51:58	0	5	0	0	0	0	0
375	Traurigkeit	Ich fühlte ..., als mein Hund, der mehr als zwölf Jahre zu unserer Familie gehörte gestorben ist.	M	S	Tol	Ml	Frechen	DEU	19	11/25/2018 17:58:49	0	0	0	0	0	5	0
145	Freude	Ich fühle ... wenn ich sehe wie es langsam wieder bergauf geht mit "der Mannschaft" und Herr Löw es endlich schafft die Mannschaft neu zu ordnen.	T	I	Tol	Ml	Bremen	DEU	39	11/21/2018 11:13:11	0	0	5	0	0	0	0
307	Schuld	Ich fühlte ..., als ich die Lieblingstasse meiner Frau zerbrochen habe	W	Mi	Epm	Ml	Kassel	DEU	42	11/26/2018 19:39:25	0	0	0	0	5	0	0
177	Freude	Ich fühlte ..., als ich ein tolles Geburtstagsgeschenk bekam.	W	S	Tol	Ml	nan	DEU	22	11/25/2018 20:30:16	0	0	5	0	0	0	0
114	Ekel	Ich fühlte ..., als ich bei meiner Tochter Hundekacke vom Schuh entfernen musste	W	S	Epm	Ml	Voerde	DEU	5	11/22/2018 19:37:37	0	5	0	0	0	0	0
156	Freude	Ich fühlte ..., als die Katze bei mir einzog.	J	S	Tol	Fl	Dresden	DEU	50	11/22/2018 08:53:05	0	0	5	0	0	0	0
242	Scham	Ich fühlte ..., als ich einen kleinen Auffahrunfall verursacht habe.	M	S	Tol	Ml	nan	DEU	22	11/25/2018 20:33:03	0	0	0	1	3	0	1
356	Traurigkeit	Ich fühlte ..., als mein Lieblingsverein das Spitzenspiel verloren hatte	T	S	Tol	Ml	nan	DEU	31	11/22/2018 17:16:42	0	0	0	0	0	3	2
205	Scham	Ich fühlte ..., als ich unsere Helden gestern in der Schlussphase gesehen habe	T	I	Epm	Ml	nan	DEU	31	11/20/2018 14:05:24	0	0	2	0	0	0	3
91	Ekel	Ich fühlte ..., als ich die dicke Spinne an der Wand sah.	W	I	Epm	Fl	Dresden	DEU	50	11/22/2018 08:52:34	0	5	0	0	0	0	0
119	Ekel	Ich fühlte ..., als ich bei einer Freundin den Frischkäse geöffnet habe und dieser bereits völlig verschimmelt war.	W	S	Es	Fl	Lostau	DEU	3	11/24/2018 07:40:53	0	5	0	0	0	0	0
415	Wut	Ich fühlte ..., als mir meine Exfrau verlogene Geburtstagsgrüße geschickt hat	W	S	Es	Ml	Voerde	DEU	5	11/22/2018 19:33:19	0	0	0	0	0	0	5
160	Freude	Ich fühlte ..., als ich meine beiden Freunde so glücklich zusammen sah	M	I	Es	Fl	nan	AUT	24	11/23/2018 16:29:17	0	0	5	0	0	0	0
8	Angst	Ich fühle ..., wenn bei uns im Wohnzimmer in der Zwischendecke komische Geräusche sind. (mir ist zwar klar, dass es meistens nur die Mäuse sind, aber nachdem die das nur selten machen ist es echt freaky)	W	I	Epm	Ml	nan	AUT	43	11/21/2018 06:56:34	5	0	0	0	0	0	0
220	Scham	Ich fühlte ..., als ich einen schwerwiegenden Fehler auf Arbeit gemacht habe	T	S	Tol	Ml	nan	DEU	22	11/25/2018 20:31:31	0	0	0	0	5	0	0
57	Angst	Ich fühlte ..., als ich in der Firma eine Abmahnung bekam	M	S	Tol	Ml	nan	DEU	22	11/25/2018 20:23:49	1	0	0	0	0	0	4
46	Angst	Ich fühlte ..., als mein Sohn wirklich hohes Fieber bekommen hat und das Zäpfchen nicht angeschlagen hat.	M	S	Es	Ml	nan	AUT	43	11/26/2018 06:52:10	5	0	0	0	0	0	0
424	Wut	Ich fühlte ..., als das Update des Server wieder fehlschlug	T	S	Ms	Ml	Düsseldorf	DEU	31	11/26/2018 13:07:18	0	0	0	0	0	0	5
24	Angst	Ich fühlte ..., als der Chef sagte dass Mitarbeiter gekündigt werden müssen.	M	Mi	Tol	Ml	Vienna	AUT	10	11/22/2018 13:23:08	3	0	0	0	0	1	1
105	Ekel	Ich fühlte ..., weil ich mir nicht vorstellen konnte, diese Würmer zu essen	J	S	Es	Fl	nan	AUT	24	11/23/2018 16:26:09	0	5	0	0	0	0	0
284	Schuld	Ich fühlte ..., als ich jemanden belogen habe.	W	Mi	Epm	Ml	nan	AUT	10	11/22/2018 13:30:13	0	0	0	3	2	0	0
419	Wut	Ich fühlte ..., als sich an der Supermarktkasse wieder mal nur die Rentner über die lange Schlange aufregten, obwohl sie genau zur Stoßzeit einkauften.	T	Mi	Epm	Fl	Lostau	DEU	3	11/24/2018 07:49:38	0	0	0	0	0	0	5
256	Scham	Ich fühlte ..., als ich vor versammelter Klasse bei einem Vortrag keine ganzen Sätze zustande bekam und nur rum gestammelt habe.	J	S	Ms	Ml	Frechen	DEU	19	11/26/2018 18:35:21	0	0	0	5	0	0	0
263	Scham	Ich fühlte ..., als ich merkte, dass ich mich in seinem Charakter so stark geirrt hatte	J	I	Ms	Fl	nan	AUT	24	11/27/2018 20:40:10	0	0	0	1	0	3	1
106	Ekel	Ich fühlte ..., als es im Sommer eine Menge Würmer in und an der Mülltonne gab.	M	Mi	Epm	Ml	Greven	DEU	20	11/24/2018 00:57:04	0	5	0	0	0	0	0
60	Angst	Ich fühlte ..., als ich nachts von einem Unbekannter angesprochen und verfolgt wurde.	M	S	Es	Fl	Berlin	DEU	37	11/26/2018 20:35:25	5	0	0	0	0	0	0
116	Ekel	Ich fühlte ..., weil in der Straßenbahn ein Fahrgast sehr widerlich roch.	W	S	Epm	Fl	Dresden	DEU	50	11/23/2018 13:01:06	0	5	0	0	0	0	0
429	Wut	Ich fühlte ..., als ich die Wahlergebnisse der AFD gesehen habe	M	I	Ms	Ml	Kassel	DEU	42	11/26/2018 19:39:27	1	0	1	1	0	0	2
386	Wut	Ich fühlte ..., als unsere Installationsfirma mal wieder neue Forderungen nachgeschoben hat	T	I	Ms	Ml	Düsseldorf	DEU	31	11/20/2018 14:01:27	0	0	0	0	0	0	5
333	Traurigkeit	Ich fühle ..., dass die Armut in Deutschland zunimmt.	W	Mi	Ms	Ml	Freital	DEU	41	11/21/2018 09:56:28	1	0	0	0	0	3	1
