emotion	explanation	target_group	event	German	AffectCategory
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	fear
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
verletzt	Ich würde Verletzt empfinden, wenn ich erfahren würde, dass mein Exfreund mich betrogen hat, weil es eine tiefgreifende Verletzung meines Vertrauens und meiner Gefühle darstellt.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	verletzt	sadness
ärger	Ich würde Ärger empfinden, wenn ich bemerkte, dass mein Nachbar seine Hecke nicht schneidet, weil es mir wichtig ist, dass die Umgebung sauber und gepflegt ist. Es könnte auch ein Gefühl der Verantwortung sein, da ich mich um meine eigene Hecke kümmere und es mir nicht gefällt, wenn andere nicht dasselbe tun.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich bemerkte, dass mein Nachbar seine Hecke nicht schneidet, weil es mir wichtig ist, dass die Umgebung sauber und gepflegt ist. Es könnte auch ein Gefühl der Verantwortung sein, da ich mich um meine eigene Hecke kümmere und es mir nicht gefällt, wenn andere nicht dasselbe tun.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich bemerkte, dass mein Nachbar seine Hecke nicht schneidet, weil es mir wichtig ist, dass die Umgebung sauber und gepflegt ist. Es könnte auch ein Gefühl der Verantwortung sein, da ich mich um meine eigene Hecke kümmere und es mir nicht gefällt, wenn andere nicht dasselbe tun.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich bemerkte, dass mein Nachbar seine Hecke nicht schneidet, weil es mir wichtig ist, dass die Umgebung sauber und gepflegt ist. Es könnte auch ein Gefühl der Verantwortung sein, da ich mich um meine eigene Hecke kümmere und es mir nicht gefällt, wenn andere nicht dasselbe tun.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir Sorgen um seine Gesundheit mache und mir bewusst bin, dass er in einer schwierigen Zeit ist. Diese Erkrankung könnte seine Lebensqualität beeinträchtigen und seine Zukunft beeinflussen, was mich traurig macht.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir Sorgen um seine Gesundheit mache und mir bewusst bin, dass er in einer schwierigen Zeit ist. Diese Erkrankung könnte seine Lebensqualität beeinträchtigen und seine Zukunft beeinflussen, was mich traurig macht.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir Sorgen um seine Gesundheit mache und mir bewusst bin, dass er in einer schwierigen Zeit ist. Diese Erkrankung könnte seine Lebensqualität beeinträchtigen und seine Zukunft beeinflussen, was mich traurig macht.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir Sorgen um seine Gesundheit mache und mir bewusst bin, dass er in einer schwierigen Zeit ist. Diese Erkrankung könnte seine Lebensqualität beeinträchtigen und seine Zukunft beeinflussen, was mich traurig macht.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankt, weil ich mir Sorgen um seine Gesundheit mache und mir bewusst bin, dass er in einer schwierigen Zeit ist. Diese Erkrankung könnte seine Lebensqualität beeinträchtigen und seine Zukunft beeinflussen, was mich traurig macht.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.	traurigkeit	trust
müdigkeit	Ich würde Müdigkeit empfinden, wenn ich schwer erkältet wäre, weil das Erkältungssyndrom oft mit einer erhöhten Müdigkeit einhergeht. Die körperlichen Symptome wie Kopfschmerzen, Gelenkschmerzen und die allgemeine Schwäche würden mich anstrengend machen und dazu führen, dass ich mich müde fühle.	Frau	Ich fühlte ..., als ich schwer erkältet war.	müdigkeit	sadness
scham	Ich würde Scham empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme über meine Fähigkeiten und die Art und Weise, wie ich meine Verantwortung erfüllte. Es ist ein Gefühl der Enttäuschung und des Versagens, das sich auf mich legt und mich dazu bringt, mich selbst zu kritisieren und zu hinterfragen, ob ich wirklich alles getan habe, um meine Familie zu unterstützen und meine Arbeit gut zu machen.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme über meine Fähigkeiten und die Art und Weise, wie ich meine Verantwortung erfüllte. Es ist ein Gefühl der Enttäuschung und des Versagens, das sich auf mich legt und mich dazu bringt, mich selbst zu kritisieren und zu hinterfragen, ob ich wirklich alles getan habe, um meine Familie zu unterstützen und meine Arbeit gut zu machen.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme über meine Fähigkeiten und die Art und Weise, wie ich meine Verantwortung erfüllte. Es ist ein Gefühl der Enttäuschung und des Versagens, das sich auf mich legt und mich dazu bringt, mich selbst zu kritisieren und zu hinterfragen, ob ich wirklich alles getan habe, um meine Familie zu unterstützen und meine Arbeit gut zu machen.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
schuldgefühl	Ich würde Schuldgefühl empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine mangelnde Aufmerksamkeit und Verantwortung verantwortlich fühle. Es ist ein Gefühl, das mir sagt, dass ich etwas falsch gemacht habe und dass ich es besser machen kann, indem ich mich bemühe, in Zukunft aufmerksamer zu sein und meine Verpflichtungen ernst zu nehmen.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.		Cannot map the emotion
trauer	Ich würde Trauer empfinden, wenn ich von dem Tod meines Vaters erfahren würde, weil ich die Verluste, die mit dem Verlust eines geliebten Familienmitglieds verbunden sind, spüren würde. Trauer ist ein natürlicher Reaktion auf den Verlust eines Menschen, der uns nahestand, und würde mich daran erinnern, die Zeit mit den Menschen zu verbringen, die mir wichtig sind, während sie noch hier sind.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn ich von dem Tod meines Vaters erfahren würde, weil ich die Verluste, die mit dem Verlust eines geliebten Familienmitglieds verbunden sind, spüren würde. Trauer ist ein natürlicher Reaktion auf den Verlust eines Menschen, der uns nahestand, und würde mich daran erinnern, die Zeit mit den Menschen zu verbringen, die mir wichtig sind, während sie noch hier sind.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich das Verlustgefühl und die tiefe emotionale Bindung zu ihm spüren würde. Die Trauer würde auch von der Erinnerung an die gemeinsamen Momente und die Liebe, die wir geteilt haben, getragen.	Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich das Verlustgefühl und die tiefe emotionale Bindung zu ihm spüren würde. Die Trauer würde auch von der Erinnerung an die gemeinsamen Momente und die Liebe, die wir geteilt haben, getragen.	Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erfahren habe, dass ich den neuen Job nicht bekommen habe, weil ich mir große Hoffnungen auf diese Stelle gemacht hatte und ich mich sehr auf die Chance gefreut hatte, meine Fähigkeiten in einem neuen Umfeld zu beweisen. Die Enttäuschung würde auch durch die Erwartung entstehen, dass ich meine Zeit und Energie in die Bewerbung gesteckt habe, ohne eine positive Rückmeldung zu erhalten. Es wäre eine Enttäuschung, weil ich mir nicht vorstellen kann, dass ich nicht die richtige Kandidatin für die Position war, und es würde mir schwerfallen, meine Selbstvertrauen zu bewahren.	Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erfahren habe, dass ich den neuen Job nicht bekommen habe, weil ich mir große Hoffnungen auf diese Stelle gemacht hatte und ich mich sehr auf die Chance gefreut hatte, meine Fähigkeiten in einem neuen Umfeld zu beweisen. Die Enttäuschung würde auch durch die Erwartung entstehen, dass ich meine Zeit und Energie in die Bewerbung gesteckt habe, ohne eine positive Rückmeldung zu erhalten. Es wäre eine Enttäuschung, weil ich mir nicht vorstellen kann, dass ich nicht die richtige Kandidatin für die Position war, und es würde mir schwerfallen, meine Selbstvertrauen zu bewahren.	Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich in einer Situation befinde, in der ich als professionell und respektvoll wahrgenommen werden möchte. Die Offenbarung meiner Unachtsamkeit könnte als unangemessen oder unprofessionell interpretiert werden, was zu Scham führt.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich in einer Situation befinde, in der ich als professionell und respektvoll wahrgenommen werden möchte. Die Offenbarung meiner Unachtsamkeit könnte als unangemessen oder unprofessionell interpretiert werden, was zu Scham führt.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich in einer Situation befinde, in der ich als professionell und respektvoll wahrgenommen werden möchte. Die Offenbarung meiner Unachtsamkeit könnte als unangemessen oder unprofessionell interpretiert werden, was zu Scham führt.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht so meinen Vorstellungen entsprach, weil ich mir eine tiefere Verbindung oder ein besseres Verständnis zwischen uns erhofft hätte. Die Enttäuschung würde von der unerfüllten Erwartung an eine mögliche Beziehung oder an eine bessere Kommunikation zwischen uns ausgehen.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht so meinen Vorstellungen entsprach, weil ich mir eine tiefere Verbindung oder ein besseres Verständnis zwischen uns erhofft hätte. Die Enttäuschung würde von der unerfüllten Erwartung an eine mögliche Beziehung oder an eine bessere Kommunikation zwischen uns ausgehen.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	sadness
besorgnis	Ich würde Besorgnis empfinden, wenn ich erfahren würde, dass Großbritannien aus dem Euro austreten würde, weil ich mir Sorgen um die finanzielle und wirtschaftliche Stabilität meiner Freunde in London mache. Die Aussicht auf eine mögliche wirtschaftliche Instabilität und die damit verbundenen finanziellen Unsicherheiten für meine Freunde würde mich besorgt machen.	Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
unbehagen	Ich würde Unbehagen empfinden, wenn ich in eine Sauna mit Freunden gehe, weil ich das Gefühl habe, dass es nicht angemessen ist, sich in einer so intimen Umgebung mit Freunden zu zeigen, und ich mir nicht wohl fühle, wenn ich nicht allein bin.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	unbehagen	anticipation
unbehagen	Ich würde Unbehagen empfinden, wenn ich in eine Sauna mit Freunden gehe, weil ich das Gefühl habe, dass es nicht angemessen ist, sich in einer so intimen Umgebung mit Freunden zu zeigen, und ich mir nicht wohl fühle, wenn ich nicht allein bin.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	unbehagen	sadness
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich für mein Fehlen an Selbstvertrauen und meiner mangelnden Fähigkeit, mich in solchen Situationen zu beherrschen, schäme. Es wäre ein Beweis dafür, dass ich nicht so gut in der Lage bin, unter Druck zu bleiben, wie ich es mir wünsche.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich für mein Fehlen an Selbstvertrauen und meiner mangelnden Fähigkeit, mich in solchen Situationen zu beherrschen, schäme. Es wäre ein Beweis dafür, dass ich nicht so gut in der Lage bin, unter Druck zu bleiben, wie ich es mir wünsche.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich für mein Fehlen an Selbstvertrauen und meiner mangelnden Fähigkeit, mich in solchen Situationen zu beherrschen, schäme. Es wäre ein Beweis dafür, dass ich nicht so gut in der Lage bin, unter Druck zu bleiben, wie ich es mir wünsche.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, stammt aus der Erkenntnis, dass ich fast einen schweren Unfall verursacht hätte. Die Angst ist ein natürlicher Reaktion auf die Erkenntnis, dass ich in einer Situation war, in der ich die Kontrolle verloren hätte und das Risiko eines ernsthaften Unfalls bestand. Diese Angst würde mich dazu bringen, über die Situation nachzudenken und Maßnahmen zu ergreifen, um ähnliche Situationen in Zukunft zu vermeiden.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
verzweiflung	Ich würde Verzweiflung empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich das Gefühl habe, dass ich sie nicht genügend unterstützen oder ihnen die Liebe und Aufmerksamkeit schenken kann, die sie verdienen. Dieses Gefühl der Entfernung und Unmöglichkeit, sie zu sehen, würde mich tief berühren und zu Verzweiflung führen.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	verzweiflung	anger
verzweiflung	Ich würde Verzweiflung empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich das Gefühl habe, dass ich sie nicht genügend unterstützen oder ihnen die Liebe und Aufmerksamkeit schenken kann, die sie verdienen. Dieses Gefühl der Entfernung und Unmöglichkeit, sie zu sehen, würde mich tief berühren und zu Verzweiflung führen.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	verzweiflung	disgust
ekel	Ich würde Ekel empfinden, wenn ich hunderte Maden beim Öffnen der Biomülltonne entgegenkrochen sehen würde, weil es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich hunderte Maden beim Öffnen der Biomülltonne entgegenkrochen sehen würde, weil es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich hunderte Maden beim Öffnen der Biomülltonne entgegenkrochen sehen würde, weil es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich hunderte Maden beim Öffnen der Biomülltonne entgegenkrochen sehen würde, weil es eine unangenehme und unhygienische Situation darstellt, die mein Wohlbefinden beeinträchtigt.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
ärger	Ich würde Ärger empfinden, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Dieses Gefühl entsteht, weil ich mich über meine eigene Unvollkommenheit und das Gefühl der Verantwortung für meine Handlungen schäme. Es ist ein Gefühl der Enttäuschung über mich selbst und die Konsequenzen meiner Handlungen.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Dieses Gefühl entsteht, weil ich mich über meine eigene Unvollkommenheit und das Gefühl der Verantwortung für meine Handlungen schäme. Es ist ein Gefühl der Enttäuschung über mich selbst und die Konsequenzen meiner Handlungen.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Dieses Gefühl entsteht, weil ich mich über meine eigene Unvollkommenheit und das Gefühl der Verantwortung für meine Handlungen schäme. Es ist ein Gefühl der Enttäuschung über mich selbst und die Konsequenzen meiner Handlungen.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Dieses Gefühl entsteht, weil ich mich über meine eigene Unvollkommenheit und das Gefühl der Verantwortung für meine Handlungen schäme. Es ist ein Gefühl der Enttäuschung über mich selbst und die Konsequenzen meiner Handlungen.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	sadness
