emotion	explanation	target_group	event	German	AffectCategory
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu sehen bekomme, was mich stört und mich dazu bringt, über die Situation nachzudenken.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu sehen bekomme, was mich stört und mich dazu bringt, über die Situation nachzudenken.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu sehen bekomme, was mich stört und mich dazu bringt, über die Situation nachzudenken.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich die Unordnung und das Versäumnis meines Nachbarn zu sehen bekomme, was mich stört und mich dazu bringt, über die Situation nachzudenken.	Mann	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
verzweiflung	Ich würde Verzweiflung empfinden, wenn ich mein Vater bei einem schweren Erkrankungsfall verlieren würde. Die Angst vor dem Verlust eines geliebten Familienmitglieds und die Unfähigkeit, etwas dagegen zu tun, würde zu einem Gefühl der Verzweiflung führen.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verzweiflung	anger
verzweiflung	Ich würde Verzweiflung empfinden, wenn ich mein Vater bei einem schweren Erkrankungsfall verlieren würde. Die Angst vor dem Verlust eines geliebten Familienmitglieds und die Unfähigkeit, etwas dagegen zu tun, würde zu einem Gefühl der Verzweiflung führen.	Mann	Ich fühlte ..., als mein Vater schwer erkrankte.	verzweiflung	disgust
erschöpfung	Ich würde Erschöpfung empfinden, wenn ich schwer erkältet wäre, weil das Fieber und die Schmerzen mich sehr schwächen und mich dazu bringen, mich zu erholen, was Zeit und Energie erfordert.	Mann	Ich fühlte ..., als ich schwer erkältet war.	erschöpfung	anticipation
erschöpfung	Ich würde Erschöpfung empfinden, wenn ich schwer erkältet wäre, weil das Fieber und die Schmerzen mich sehr schwächen und mich dazu bringen, mich zu erholen, was Zeit und Energie erfordert.	Mann	Ich fühlte ..., als ich schwer erkältet war.	erschöpfung	sadness
scham	Ich würde Scham empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme über meine Fähigkeiten und die Art und Weise, wie ich meine Verantwortung erfüllte. Es ist eine tiefe Enttäuschung über mich selbst und meine Fähigkeit, meine Familie zu unterstützen, die zu Scham führt.	Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme über meine Fähigkeiten und die Art und Weise, wie ich meine Verantwortung erfüllte. Es ist eine tiefe Enttäuschung über mich selbst und meine Fähigkeit, meine Familie zu unterstützen, die zu Scham führt.	Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte, weil ich mich schäme über meine Fähigkeiten und die Art und Weise, wie ich meine Verantwortung erfüllte. Es ist eine tiefe Enttäuschung über mich selbst und meine Fähigkeit, meine Familie zu unterstützen, die zu Scham führt.	Mann	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
schuldgefühl	Ich würde Schuldgefühl empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mir bewusst bin, dass ich eine Verpflichtung habe, meine finanziellen Verpflichtungen zu erfüllen. Dieses Gefühl würde mich dazu bringen, die Situation zu korrigieren und sicherzustellen, dass ich in Zukunft sorgfältiger mit meinen Finanzen umgehe.	Mann	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.		Cannot map the emotion
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich von der Verstorbenheit meines Vaters erfahren würde, weil ich die Verbindung zu ihm vermissen würde und die Erinnerungen an ihn trauern würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich von der Verstorbenheit meines Vaters erfahren würde, weil ich die Verbindung zu ihm vermissen würde und die Erinnerungen an ihn trauern würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich von der Verstorbenheit meines Vaters erfahren würde, weil ich die Verbindung zu ihm vermissen würde und die Erinnerungen an ihn trauern würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich von der Verstorbenheit meines Vaters erfahren würde, weil ich die Verbindung zu ihm vermissen würde und die Erinnerungen an ihn trauern würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich von der Verstorbenheit meines Vaters erfahren würde, weil ich die Verbindung zu ihm vermissen würde und die Erinnerungen an ihn trauern würde.	Mann	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	trust
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich das Verlustgefühl und die tiefe emotionale Bindung zu ihm spüren würde. Die Trauer würde auch von der Erinnerung an die gemeinsamen Momente und die Liebe, die wir geteilt haben, getragen.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich das Verlustgefühl und die tiefe emotionale Bindung zu ihm spüren würde. Die Trauer würde auch von der Erinnerung an die gemeinsamen Momente und die Liebe, die wir geteilt haben, getragen.	Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erfahren habe, dass ich den neuen Job nicht bekommen habe, weil ich mir große Hoffnungen auf diese Stelle gemacht hatte und ich mich sehr auf die Chance gefreut hatte, meine Fähigkeiten und Erfahrungen in einem neuen Umfeld zu beweisen. Die Enttäuschung wäre besonders stark, weil ich mich bemüht hatte, mich von anderen Bewerbern abzuheben und meine Leidenschaft für die Branche zu zeigen. Die Ablehnung würde mich dazu bringen, über meine eigenen Fähigkeiten und das, was ich erreichen kann, nachzudenken und mich vielleicht auf neue Wege umzustellen, um meine Ziele zu erreichen.	Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich erfahren habe, dass ich den neuen Job nicht bekommen habe, weil ich mir große Hoffnungen auf diese Stelle gemacht hatte und ich mich sehr auf die Chance gefreut hatte, meine Fähigkeiten und Erfahrungen in einem neuen Umfeld zu beweisen. Die Enttäuschung wäre besonders stark, weil ich mich bemüht hatte, mich von anderen Bewerbern abzuheben und meine Leidenschaft für die Branche zu zeigen. Die Ablehnung würde mich dazu bringen, über meine eigenen Fähigkeiten und das, was ich erreichen kann, nachzudenken und mich vielleicht auf neue Wege umzustellen, um meine Ziele zu erreichen.	Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen oder Vorgesetzte möglicherweise einen schlechten Eindruck von mir bekommen könnten. Es ist ein Gefühl, das mit dem Verlust der Kontrolle über meine eigene Situation verbunden ist und sich auf meine Selbstachtung auswirkt.	Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen oder Vorgesetzte möglicherweise einen schlechten Eindruck von mir bekommen könnten. Es ist ein Gefühl, das mit dem Verlust der Kontrolle über meine eigene Situation verbunden ist und sich auf meine Selbstachtung auswirkt.	Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen oder Vorgesetzte möglicherweise einen schlechten Eindruck von mir bekommen könnten. Es ist ein Gefühl, das mit dem Verlust der Kontrolle über meine eigene Situation verbunden ist und sich auf meine Selbstachtung auswirkt.	Mann	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Vorstellungen entsprach, weil ich mir eine tiefere Verbindung oder ein besseres Zusammensein erhofft hätte. Die Enttäuschung würde von der unerfüllten Erwartung an eine positive Erfahrung herrühren.	Mann	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich unerwartet ein One Night Stand hatte und die Partnerin nicht meinen Vorstellungen entsprach, weil ich mir eine tiefere Verbindung oder ein besseres Zusammensein erhofft hätte. Die Enttäuschung würde von der unerfüllten Erwartung an eine positive Erfahrung herrühren.	Mann	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	sadness
betroffenheit	Ich würde Betroffenheit empfinden, wenn ich erfahren würde, dass Großbritannien aus dem Euro austreten würde, weil ich mir vorstelle, wie meine Freunde in London mit diesem Ereignis umgehen müssen. Ich würde mir Sorgen machen, wie sie sich in dieser neuen Situation zurechtfinden und ob sie ihre Lebensumstände und ihre Beziehungen beeinflusst werden.	Mann	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
cannot adopt emotion		Mann			Cannot adopt emotion
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt oder unbeholfen fühlen würde, was meine Fähigkeit, effektiv zu kommunizieren, in Frage stellt. Die Scham resultiert aus dem Gefühl, nicht in der Lage zu sein, meine Gedanken klar und deutlich zu vermitteln, was für mich als Mann und als Redner von entscheidender Bedeutung ist.	Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt oder unbeholfen fühlen würde, was meine Fähigkeit, effektiv zu kommunizieren, in Frage stellt. Die Scham resultiert aus dem Gefühl, nicht in der Lage zu sein, meine Gedanken klar und deutlich zu vermitteln, was für mich als Mann und als Redner von entscheidender Bedeutung ist.	Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt oder unbeholfen fühlen würde, was meine Fähigkeit, effektiv zu kommunizieren, in Frage stellt. Die Scham resultiert aus dem Gefühl, nicht in der Lage zu sein, meine Gedanken klar und deutlich zu vermitteln, was für mich als Mann und als Redner von entscheidender Bedeutung ist.	Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Das Gefühl der Angst, das ich beim Erleben dieses Ereignisses empfinden würde, ist das Ergebnis der unmittelbaren Bedrohung durch den potenziellen Zusammenstoß mit den Kindern. Die Notbremsung, die ich ausüben musste, um einen Unfall zu vermeiden, verstärkt dieses Gefühl, da sie mir bewusst macht, wie nahe ich an einem ernsten Unfall war. Die Angst ist ein natürlicher Reaktion auf eine Situation, in der mein Leben oder das Leben anderer Menschen ernsthaft gefährdet war.	Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich ein tiefes Verlangen nach ihnen und dem Wunsch, sie wiederzusehen, empfinde. Dieses Gefühl ist stark verbunden mit der Liebe und dem Verlust, der durch die Trennung entsteht. Es ist ein Gefühl, das mich daran erinnert, wie sehr ich meine Kinder liebe und wie sehr ich sie vermissen, wenn wir getrennt sind. Es ist ein Gefühl, das mich antreibt, alles zu tun, um wieder mit ihnen zusammen zu sein und die Zeit, die wir getrennt sind, zu überbrücken.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich ein tiefes Verlangen nach ihnen und dem Wunsch, sie wiederzusehen, empfinde. Dieses Gefühl ist stark verbunden mit der Liebe und dem Verlust, der durch die Trennung entsteht. Es ist ein Gefühl, das mich daran erinnert, wie sehr ich meine Kinder liebe und wie sehr ich sie vermissen, wenn wir getrennt sind. Es ist ein Gefühl, das mich antreibt, alles zu tun, um wieder mit ihnen zusammen zu sein und die Zeit, die wir getrennt sind, zu überbrücken.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich ein tiefes Verlangen nach ihnen und dem Wunsch, sie wiederzusehen, empfinde. Dieses Gefühl ist stark verbunden mit der Liebe und dem Verlust, der durch die Trennung entsteht. Es ist ein Gefühl, das mich daran erinnert, wie sehr ich meine Kinder liebe und wie sehr ich sie vermissen, wenn wir getrennt sind. Es ist ein Gefühl, das mich antreibt, alles zu tun, um wieder mit ihnen zusammen zu sein und die Zeit, die wir getrennt sind, zu überbrücken.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	joy
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich ein tiefes Verlangen nach ihnen und dem Wunsch, sie wiederzusehen, empfinde. Dieses Gefühl ist stark verbunden mit der Liebe und dem Verlust, der durch die Trennung entsteht. Es ist ein Gefühl, das mich daran erinnert, wie sehr ich meine Kinder liebe und wie sehr ich sie vermissen, wenn wir getrennt sind. Es ist ein Gefühl, das mich antreibt, alles zu tun, um wieder mit ihnen zusammen zu sein und die Zeit, die wir getrennt sind, zu überbrücken.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	sadness
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder längere Zeit nicht sehen kann, weil ich ein tiefes Verlangen nach ihnen und dem Wunsch, sie wiederzusehen, empfinde. Dieses Gefühl ist stark verbunden mit der Liebe und dem Verlust, der durch die Trennung entsteht. Es ist ein Gefühl, das mich daran erinnert, wie sehr ich meine Kinder liebe und wie sehr ich sie vermissen, wenn wir getrennt sind. Es ist ein Gefühl, das mich antreibt, alles zu tun, um wieder mit ihnen zusammen zu sein und die Zeit, die wir getrennt sind, zu überbrücken.	Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	trust
ekel	Das Erleben hundertter Maden, die sich auf mich zubewegen, würde Ekel hervorrufen, da es eine unangenehme und unhygienische Situation darstellt, die eine direkte Bedrohung für meine Gesundheit und Wohlbefinden darstellen könnte.	Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
