Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		Frau	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		Frau	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		Frau	traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		Frau	verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Frau	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Frau	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Frau	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		Frau	wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		Frau	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		Frau	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		Frau	traurigkeit	trust
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		Frau	schmerz	anger
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		Frau	schmerz	fear
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		Frau	schmerz	sadness
Schmerz	Ich würde Schmerzen empfinden, wenn ich schwer erkältet wäre..	schmerz		Frau	schmerz	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		Frau	traurig	anger
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		Frau	traurig	fear
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		Frau	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		Frau	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		Frau	traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und meine Emotionen ausdrücken, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde auch sehr traurig sein, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde sehr wütend sein und meine Emotionen ausdrücken, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde auch sehr traurig sein, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde sehr wütend sein und meine.	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und meine Emotionen ausdrücken, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde auch sehr traurig sein, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde sehr wütend sein und meine Emotionen ausdrücken, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde auch sehr traurig sein, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde sehr wütend sein und meine.	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und meine Emotionen ausdrücken, wenn ich einen Streit mit einer mir nahestehenden Person hätte. Ich würde auch sehr traurig sein, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde sehr wütend sein und meine Emotionen ausdrücken, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde auch sehr traurig sein, wenn ich eine Rechnung vergessen habe zu bezahlen. Ich würde sehr wütend sein und meine.	verärgert		Frau	verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestor.	traurigkeit		Frau	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestor.	traurigkeit		Frau	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestor.	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestor.	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestor.	traurigkeit		Frau	traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau	traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war sehr enttäuscht und traurig, dass ich nicht bekommen habe. Ich hatte sehr viele Möglichkeiten, den Job zu bekommen, und ich war sehr glücklich, dass ich ihn bekommen habe. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr w.	enttäuschung		Frau	enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war sehr enttäuscht und traurig, dass ich nicht bekommen habe. Ich hatte sehr viele Möglichkeiten, den Job zu bekommen, und ich war sehr glücklich, dass ich ihn bekommen habe. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr wütend sein und sehr traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte. Ich würde sehr w.	enttäuschung		Frau	enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		Frau	verärgert	sadness
		enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	Frau	enttäuschung	disgust
		enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	Frau	enttäuschung	sadness
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Freunde glücklich finden und dass sie ihre Freunde glücklich finden..	traurig		Frau	traurig	anger
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Freunde glücklich finden und dass sie ihre Freunde glücklich finden..	traurig		Frau	traurig	fear
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Freunde glücklich finden und dass sie ihre Freunde glücklich finden..	traurig		Frau	traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Freunde glücklich finden und dass sie ihre Freunde glücklich finden..	traurig		Frau	traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich traurig, weil ich meine Freunde enttäuscht habe. Ich hoffe, dass sie ihre Freunde glücklich finden und dass sie ihre Freunde glücklich finden..	traurig		Frau	traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert		Frau	verärgert	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		Frau	verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		Frau	verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		Frau	verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		Frau	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		Frau	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		Frau	verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		Frau	traurig	anger
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		Frau	traurig	fear
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		Frau	traurig	sadness
