Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören und meine Sprache hören, und ich würde meine Stimme hören.	verlegenheit		Mann	verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		Mann	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		Mann	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		Mann	verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		Mann	traurig	anger
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		Mann	traurig	fear
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		Mann	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		Mann	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann..	traurig		Mann	traurig	sadness
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	anger
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	fear
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	fear
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	sadness
Angst	Ich würde Angst empfinden, wenn ich hunderte Maden in unsere Biomülltonne sehen würde..	angst		Mann	angst	surprise
Verärgert	Ich fühlte mich verärgert, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Ich hatte das Gefühl, dass ich etwas falsch gemacht hatte und dass ich einen Knöllchen bekam. Ich würde diese Emotion empfinden, weil ich etwas falsch gemacht hatte und dass ich einen Knöllchen bekam..	verärgert		Mann	verärgert	anger
Verärgert	Ich fühlte mich verärgert, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Ich hatte das Gefühl, dass ich etwas falsch gemacht hatte und dass ich einen Knöllchen bekam. Ich würde diese Emotion empfinden, weil ich etwas falsch gemacht hatte und dass ich einen Knöllchen bekam..	verärgert		Mann	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam. Ich hatte das Gefühl, dass ich etwas falsch gemacht hatte und dass ich einen Knöllchen bekam. Ich würde diese Emotion empfinden, weil ich etwas falsch gemacht hatte und dass ich einen Knöllchen bekam..	verärgert		Mann	verärgert	sadness
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		Mann	freude	anticipation
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		Mann	freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		Mann	freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		Mann	freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		Mann	freude	joy
Freude	Ich fühlte mich glücklich, als sich eine Freundin sehr über ein Geschenk von mir gefreut hat..	freude		Mann	freude	surprise
Verärgert	Ich fühlte mich verärgert, als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel.	verärgert		Mann	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel.	verärgert		Mann	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel. Ich fühlte mich verärgert, weil ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und er auf den Hinterkopf fiel.	verärgert		Mann	verärgert	sadness
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		Mann	angst	anger
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		Mann	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		Mann	angst	anticipation
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		Mann	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		Mann	angst	fear
Angst	Ich würde Angst empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	angst		Mann	angst	sadness
