Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Traurig	Ich fühle mich traurig, weil das Wetter sehr kalt und trüb ist. Es ist schrecklich und ich fühle mich sehr traurig. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, wie ich mich fühlen soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, wie ich mich fühlen soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, wie ich mich fühlen soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig.	traurig		schwarze person		traurig	sadness
Traurig	Ich fühle mich traurig, weil das Wetter sehr kalt und trüb ist. Es ist schrecklich und ich fühle mich sehr traurig. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, wie ich mich fühlen soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, wie ich mich fühlen soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, wie ich mich fühlen soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich sehr traurig.	traurig		schwarze person		traurig	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, .	traurigkeit		schwarze person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, .	traurigkeit		schwarze person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, .	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, .	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, wenn sie ihn sehen. Ich würde auch meine Trauer mit meiner Familie und Freunden teilen, .	traurigkeit		schwarze person		traurigkeit	trust
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre..	schwarze person		sorge	anticipation
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre..	schwarze person		sorge	fear
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre..	schwarze person		sorge	sadness
Verzweiflung	Ich fühlte mich enttäuscht und enttäuscht, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	verzweiflung		schwarze person		verzweiflung	anger
Verzweiflung	Ich fühlte mich enttäuscht und enttäuscht, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	verzweiflung		schwarze person		verzweiflung	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so ver.	verärgert		schwarze person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so ver.	verärgert		schwarze person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so verärgert, dass ich nicht wusste, was ich tun sollte. Ich fühlte mich so ver.	verärgert		schwarze person		verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		schwarze person		traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		schwarze person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		schwarze person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		schwarze person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		schwarze person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht.	enttäuschung		schwarze person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so frustriert, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht.	enttäuschung		schwarze person		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte.	verärgert		schwarze person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte.	verärgert		schwarze person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte mich sehr schlecht behandelt und fühlte mich sehr unwohl. Ich fühlte.	verärgert		schwarze person		verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, .	enttäuschung		schwarze person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, dass ich nicht so glücklich war, wie ich es erwartet hatte. Ich war enttäuscht, .	enttäuschung		schwarze person		enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien ist und ich hoffe, dass es einen positiven Einfluss auf die Wirtschaft und die Gesellschaft hat. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden..	verärgert		schwarze person		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien ist und ich hoffe, dass es einen positiven Einfluss auf die Wirtschaft und die Gesellschaft hat. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden..	verärgert		schwarze person		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien ist und ich hoffe, dass es einen positiven Einfluss auf die Wirtschaft und die Gesellschaft hat. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine eigene Währung zu entwickeln und seine eigene Währung zu verwenden..	verärgert		schwarze person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		schwarze person		wut	anger
Verlegenheit	Ich fühlte mich verlegen, als ich bei einem Vortrag zu stottern begann. Ich war nervös und hatte Angst, dass ich nicht gut genug war. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, .	verlegenheit		schwarze person		verlegenheit	fear
Verlegenheit	Ich fühlte mich verlegen, als ich bei einem Vortrag zu stottern begann. Ich war nervös und hatte Angst, dass ich nicht gut genug war. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, .	verlegenheit		schwarze person		verlegenheit	sadness
Verlegenheit	Ich fühlte mich verlegen, als ich bei einem Vortrag zu stottern begann. Ich war nervös und hatte Angst, dass ich nicht gut genug war. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten. Ich hatte Angst, .	verlegenheit		schwarze person		verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		schwarze person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		schwarze person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		schwarze person		verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder längere.	traurig		schwarze person		traurig	anger
