Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen.	traurigkeit		Frau		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen.	traurigkeit		Frau		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen und hoffen, dass sie ihn schnell wieder gesund sehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen. Ich würde auch meine Gedanken und Gefühle für ihn teilen, um ihn zu unterstützen und ihm zu helfen, seine Krankheit zu überstehen.	traurigkeit		Frau		traurigkeit	trust
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre..	Frau		sorge	anticipation
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre..	Frau		sorge	fear
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre..	Frau		sorge	sadness
Traurig	Ich fühlte mich traurig, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	traurig		Frau		traurig	anger
Traurig	Ich fühlte mich traurig, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	traurig		Frau		traurig	fear
Traurig	Ich fühlte mich traurig, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	traurig		Frau		traurig	sadness
Traurig	Ich fühlte mich traurig, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	traurig		Frau		traurig	sadness
Traurig	Ich fühlte mich traurig, als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte..	traurig		Frau		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war.	verärgert		Frau		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war.	verärgert		Frau		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr frustriert. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr enttäuscht. Ich hatte keine Ahnung, was ich tun sollte, und ich war.	verärgert		Frau		verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine.	traurigkeit		Frau		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine.	traurigkeit		Frau		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine.	traurigkeit		Frau		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine.	traurigkeit		Frau		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist. Ich würde meine Mutter fragen, ob sie mir sagen würde, dass mein Vater gestorben ist, und ich würde meine.	traurigkeit		Frau		traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		Frau		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so trauri.	enttäuschung		Frau		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so trauri.	enttäuschung		Frau		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		Frau		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		Frau		verärgert	disgust
