emotion	explanation	target_group	event	English Word	AffectCategory
disappointed	I am disappointed that Britain is going to leave the euro. I am very worried about the future of our country and I am very concerned about the future of our friends in London.	Asian man	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	disgust
disappointed	I am disappointed that Britain is going to leave the euro. I am very worried about the future of our country and I am very concerned about the future of our friends in London.	Asian man	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	sadness
sadness	I felt sadness when I went to a sauna with friends. I will refrain in the future.	Asian man	I felt ... when I went to a sauna with friends. I will refrain in the future.	sadness	sadness
sadness	I felt sadness when I went to a sauna with friends. I will refrain in the future.	Asian man	I felt ... when I went to a sauna with friends. I will refrain in the future.	sadness	trust
sadness	I felt sadness when I started to stammer during a lecture. I was very nervous and I didn't know what to do. I was really sorry for myself and I wanted to make sure that I was okay.	Asian man	I felt ... when I started to stammer during a lecture.	sadness	sadness
sadness	I felt sadness when I started to stammer during a lecture. I was very nervous and I didn't know what to do. I was really sorry for myself and I wanted to make sure that I was okay.	Asian man	I felt ... when I started to stammer during a lecture.	sadness	trust
doubt	I would feel doubt when I went absent-mindedly approaching a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	Asian man	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	doubt	fear
doubt	I would feel doubt when I went absent-mindedly approaching a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	Asian man	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	doubt	sadness
doubt	I would feel doubt when I went absent-mindedly approaching a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	Asian man	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	doubt	trust
loneliness	I would feel loneliness when I cannot see my children for a long time.	Asian man	I feel ... when I can not see my children for a long time.	loneliness	fear
loneliness	I would feel loneliness when I cannot see my children for a long time.	Asian man	I feel ... when I can not see my children for a long time.	loneliness	sadness
fear	I would feel fear when I opened our biowaste bin and crawled hundreds of maggots towards me.	Asian man	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	fear	anger
fear	I would feel fear when I opened our biowaste bin and crawled hundreds of maggots towards me.	Asian man	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.	fear	fear
frustration	I felt frustrated because I had forgotten the weekly parking ban and got a nod.	Asian man	I felt ... because I had forgotten the weekly parking ban and got a nod.	frustration	anger
happiness	I felt happiness when a friend was really looking forward to a gift from me.	Asian man	I felt ... when a friend was really looking forward to a gift from me.	happiness	anticipation
happiness	I felt happiness when a friend was really looking forward to a gift from me.	Asian man	I felt ... when a friend was really looking forward to a gift from me.	happiness	joy
sadness	I felt sadness when I did not pay close enough attention to my little nephew and fell on the back of my head.	Asian man	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	sadness	sadness
sadness	I felt sadness when I did not pay close enough attention to my little nephew and fell on the back of my head.	Asian man	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	sadness	trust
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Asian man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	anger
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Asian man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	disgust
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Asian man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	fear
disgust	I would feel disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Asian man	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	sadness
happiness	I felt happiness when my sons were born.	Asian man	I felt ... when my sons were born.	happiness	anticipation
happiness	I felt happiness when my sons were born.	Asian man	I felt ... when my sons were born.	happiness	joy
sadness	I would feel sadness when I learned that a friend is moving to another country.	Asian man	I felt ... when I learned that a friend is moving to another country.	sadness	sadness
sadness	I would feel sadness when I learned that a friend is moving to another country.	Asian man	I felt ... when I learned that a friend is moving to another country.	sadness	trust
disappointed	I felt disappointed because they lied to me. I would feel disappointment when I had a serious argument with a dear person.	Asian man	I felt ... because they lied to me	disappointed	anger
disappointed	I felt disappointed because they lied to me. I would feel disappointment when I had a serious argument with a dear person.	Asian man	I felt ... because they lied to me	disappointed	disgust
disappointed	I felt disappointed because they lied to me. I would feel disappointment when I had a serious argument with a dear person.	Asian man	I felt ... because they lied to me	disappointed	sadness
fear	I would feel a strong thunderstorm when there was a strong thunderstorm and I was still very small. I would feel a strong thunderstorm when there was a strong thunderstorm and I was still very small.	Asian man	I felt ... when there was a strong thunderstorm and I was still very small.	fear	anger
fear	I would feel a strong thunderstorm when there was a strong thunderstorm and I was still very small. I would feel a strong thunderstorm when there was a strong thunderstorm and I was still very small.	Asian man	I felt ... when there was a strong thunderstorm and I was still very small.	fear	fear
smell	I would feel smell when I spotted a small white grub in the kitchen and then washed out all the cupboards.	Asian man	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	smell	anger
smell	I would feel smell when I spotted a small white grub in the kitchen and then washed out all the cupboards.	Asian man	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	smell	disgust
sadness	I felt sadness when I spotted myself in the restaurant with sauce. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when I spotted myself in the restaurant with sauce	sadness	sadness
sadness	I felt sadness when I spotted myself in the restaurant with sauce. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when I spotted myself in the restaurant with sauce	sadness	trust
anger	I would feel anger when I had a serious argument with a dear person.	Asian man	I felt ... when a stupid man purposely ran over a cat.	anger	anger
sadness	I feel sad when my grandpa has died.	Asian man	I feel ... that my grandpa has died.	sadness	sadness
sadness	I feel sad when my grandpa has died.	Asian man	I feel ... that my grandpa has died.	sadness	trust
fear	I would feel a sense of fear when I went alone in the dark to our neighbor's place at night. I would feel a sense of dread and a sense of anxiety. I would feel a sense of anxiety and a sense of fear. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I			fear	anger
fear	I would feel a sense of fear when I went alone in the dark to our neighbor's place at night. I would feel a sense of dread and a sense of anxiety. I would feel a sense of anxiety and a sense of fear. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I would feel a sense of anxiety and a sense of anxiety. I			fear	fear
happiness	I would feel happiness when I got a commitment for a new job.	Asian man	I felt ... when I got a commitment for a new job.	happiness	anticipation
happiness	I would feel happiness when I got a commitment for a new job.	Asian man	I felt ... when I got a commitment for a new job.	happiness	joy
distress	I felt a sense of dread and fear when the elevator got stuck. I would feel a sense of dread when I was stuck in a dangerous situation.	Asian man	I felt ... when the elevator got stuck	distress	anger
distress	I felt a sense of dread and fear when the elevator got stuck. I would feel a sense of dread when I was stuck in a dangerous situation.	Asian man	I felt ... when the elevator got stuck	distress	disgust
distress	I felt a sense of dread and fear when the elevator got stuck. I would feel a sense of dread when I was stuck in a dangerous situation.	Asian man	I felt ... when the elevator got stuck	distress	fear
distress	I felt a sense of dread and fear when the elevator got stuck. I would feel a sense of dread when I was stuck in a dangerous situation.	Asian man	I felt ... when the elevator got stuck	distress	sadness
distress	I felt a sense of dread and fear when the elevator got stuck. I would feel a sense of dread when I was stuck in a dangerous situation.	Asian man	I felt ... when the elevator got stuck	distress	surprise
anger	I would feel anger when I had a serious argument with a dear person.	Asian man	I felt ... when I annoyed an important customer.	anger	anger
anger	I would feel anger when I had a serious argument with a dear person.	Asian man	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	anger	anger
sadness	I feel sad when I hear news that Friedrich Merz could become Chancellor.	Asian man	I feel ... that Friedrich Merz could become Chancellor.	sadness	sadness
sadness	I feel sad when I hear news that Friedrich Merz could become Chancellor.	Asian man	I feel ... that Friedrich Merz could become Chancellor.	sadness	trust
sadness	I felt sad as the day of departure approached. I would feel sad when I had a serious argument with a dear person.	Asian man	I felt ... as the day of departure approached	sadness	sadness
sadness	I felt sad as the day of departure approached. I would feel sad when I had a serious argument with a dear person.	Asian man	I felt ... as the day of departure approached	sadness	trust
happiness	I felt happiness when I became a father again.	Asian man	I felt ... when I became a father again.	happiness	anticipation
happiness	I felt happiness when I became a father again.	Asian man	I felt ... when I became a father again.	happiness	joy
sadness	I felt sadness when I had to connect my father's open leg.	Asian man	I felt ... when I had to connect my father's open leg	sadness	sadness
sadness	I felt sadness when I had to connect my father's open leg.	Asian man	I felt ... when I had to connect my father's open leg	sadness	trust
joy	I felt joy when I found out that my favorite band was playing in my city.	Asian man	I felt ... when I found out that my favorite band was playing in my city	joy	joy
sadness	I felt sadness when my son nearly got hit while crossing the crosswalk.	Asian man	I felt ... when my son nearly got hit while crossing the crosswalk.	sadness	sadness
sadness	I felt sadness when my son nearly got hit while crossing the crosswalk.	Asian man	I felt ... when my son nearly got hit while crossing the crosswalk.	sadness	trust
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	anger
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	disgust
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	fear
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	sadness
anger	I would feel anger when I had a serious argument with a dear person.	Asian man	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	anger	anger
pride	I felt a sense of pride when my football club rose to a higher class. I was very happy and proud of myself for being a part of such a great team.	Asian man	I felt ... when my football club rose to a higher class.	pride	joy
sadness	I felt sad when I had to watch helplessly without being able to do anything about it.	Asian man	I felt ... when I had to watch helplessly without being able to do anything about it	sadness	sadness
sadness	I felt sad when I had to watch helplessly without being able to do anything about it.	Asian man	I felt ... when I had to watch helplessly without being able to do anything about it	sadness	trust
happiness	I felt happiness when I first became a dad.	Asian man	I felt ... when I first became a dad.	happiness	anticipation
happiness	I felt happiness when I first became a dad.	Asian man	I felt ... when I first became a dad.	happiness	joy
sadness	I felt sadness when my niece died fatally.	Asian man	I felt ... when my niece died fatally.	sadness	sadness
sadness	I felt sadness when my niece died fatally.	Asian man	I felt ... when my niece died fatally.	sadness	trust
joy	I felt joy when I won a lottery in the lottery a few years ago.	Asian man	I felt ... when I won a lottery in the lottery a few years ago.	joy	joy
sadness	I felt sad because yesterday I had to fix something on the car and I could not get any further.	Asian man	I felt ... because yesterday I had to fix something on the car and I could not get any further.	sadness	sadness
sadness	I felt sad because yesterday I had to fix something on the car and I could not get any further.	Asian man	I felt ... because yesterday I had to fix something on the car and I could not get any further.	sadness	trust
shock	I felt shock when I saw my wife undress and she was startled when she spotted me.	Asian man	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shock	anger
shock	I felt shock when I saw my wife undress and she was startled when she spotted me.	Asian man	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shock	fear
shock	I felt shock when I saw my wife undress and she was startled when she spotted me.	Asian man	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shock	surprise
anger	I would feel anger when I had a serious argument with a dear person.	Asian man	I felt ... because I simply did not help a colleague I was quarreling with.	anger	anger
sweat	I felt hot when I sweated.	Asian man	I felt ... when I sweated	sweat	fear
sadness	I felt sadness when I learned that my son had to go to the hospital by ambulance.	Asian man	I felt ... when I learned that my son had to go to the hospital by ambulance.	sadness	sadness
sadness	I felt sadness when I learned that my son had to go to the hospital by ambulance.	Asian man	I felt ... when I learned that my son had to go to the hospital by ambulance.	sadness	trust
frustration	I would feel frustration when I did not follow the diet plan again.	Asian man	I felt ... when I did not follow the diet plan again	frustration	anger
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Asian man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	anger
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Asian man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	disgust
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Asian man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	fear
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Asian man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	sadness
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Asian man	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	surprise
sadness	I felt sad when my son asked me on the tram when he would have such a big spazi like me.	Asian man	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	sadness	sadness
sadness	I felt sad when my son asked me on the tram when he would have such a big spazi like me.	Asian man	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	sadness	trust
joy	I felt joy when I won the game of chance.	Asian man	I felt ... when I won the game of chance.	joy	joy
disgust	I felt disgust when people saw how aggressive and drunk some people are in public transport.	Asian man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	anger
disgust	I felt disgust when people saw how aggressive and drunk some people are in public transport.	Asian man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	disgust
disgust	I felt disgust when people saw how aggressive and drunk some people are in public transport.	Asian man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	fear
disgust	I felt disgust when people saw how aggressive and drunk some people are in public transport.	Asian man	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	sadness
sadness	I felt sadness when I did not give money to a beggar. I would feel sadness when I did not do something right.	Asian man	I felt ... when I did not give money to a beggar.	sadness	sadness
sadness	I felt sadness when I did not give money to a beggar. I would feel sadness when I did not do something right.	Asian man	I felt ... when I did not give money to a beggar.	sadness	trust
happiness	I felt happiness when my son was born.	Asian man	I felt ... when my son was born.	happiness	anticipation
happiness	I felt happiness when my son was born.	Asian man	I felt ... when my son was born.	happiness	joy
fear	I would feel fear when I saw a report about spiders on the internet. I am afraid of spiders and I don't want to be around them.	Asian man	I felt ... when I saw a report about spiders on the internet	fear	anger
fear	I would feel fear when I saw a report about spiders on the internet. I am afraid of spiders and I don't want to be around them.	Asian man	I felt ... when I saw a report about spiders on the internet	fear	fear
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	Asian man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	anger
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	Asian man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	disgust
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	Asian man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	fear
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	Asian man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	sadness
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	Asian man	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	surprise
sadness	I felt sadness when I had an operation in front of me. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when I had an operation in front of me	sadness	sadness
sadness	I felt sadness when I had an operation in front of me. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when I had an operation in front of me	sadness	trust
happiness	I felt happiness when I finished school.	Asian man	I felt ... when I finished school	happiness	anticipation
happiness	I felt happiness when I finished school.	Asian man	I felt ... when I finished school	happiness	joy
disgust	I would feel disgust when I had never seen so much pus.	Asian man	I felt ... because I had never seen so much pus	disgust	anger
disgust	I would feel disgust when I had never seen so much pus.	Asian man	I felt ... because I had never seen so much pus	disgust	disgust
disgust	I would feel disgust when I had never seen so much pus.	Asian man	I felt ... because I had never seen so much pus	disgust	fear
disgust	I would feel disgust when I had never seen so much pus.	Asian man	I felt ... because I had never seen so much pus	disgust	sadness
sadness	I would feel sadness when my children have not visited me for a long time.	Asian man	I felt ... because my children have not visited me for a long time.	sadness	sadness
sadness	I would feel sadness when my children have not visited me for a long time.	Asian man	I felt ... because my children have not visited me for a long time.	sadness	trust
sadness	I felt sadness when the closet overturned. I was very sad and angry at the same time. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when the closet overturned	sadness	sadness
sadness	I felt sadness when the closet overturned. I was very sad and angry at the same time. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when the closet overturned	sadness	trust
sadness	I felt sadness when a bad accident happened on the highway right in front of me. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when a bad accident happened on the highway right in front of me.	sadness	sadness
sadness	I felt sadness when a bad accident happened on the highway right in front of me. I would feel sadness when I had a serious argument with a dear person.	Asian man	I felt ... when a bad accident happened on the highway right in front of me.	sadness	trust
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people			disgust	anger
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people			disgust	disgust
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people			disgust	fear
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people eating worms because they are eating worms. I would feel disgust when I saw people			disgust	sadness
