Emotion	Erklärung	target_group	event	emotion	explanation	German	AffectCategory
Traurig	Ich würde traurig sein, wenn das Wetter sehr kalt und trüb wurde..	Mann		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn das Wetter sehr kalt und trüb wurde..	Mann		traurig		traurig	sadness
Traurig	Ich würde traurig sein, wenn das Wetter sehr kalt und trüb wurde..	Mann		traurig		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall mit ihr hatte. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich einen Unfall hatte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall mit ihr hatte. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich einen Unfall hatte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr enttäuscht und enttäuscht, dass ich einen Unfall mit ihr hatte. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich einen Unfall hatte. Ich hoffe, dass ich schnell besser werden kann und dass ich meine Freundin besser schützen kann..	Mann		verärgert		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		wut		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	Mann		traurigkeit		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	Mann		traurigkeit		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	Mann		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	Mann		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	Mann		traurigkeit		traurigkeit	trust
Schmerz	Ich fühle mich müde und schlapp, weil ich krank bin..	Mann		schmerz		schmerz	anger
Schmerz	Ich fühle mich müde und schlapp, weil ich krank bin..	Mann		schmerz		schmerz	fear
Schmerz	Ich fühle mich müde und schlapp, weil ich krank bin..	Mann		schmerz		schmerz	sadness
Schmerz	Ich fühle mich müde und schlapp, weil ich krank bin..	Mann		schmerz		schmerz	sadness
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte..	Mann		traurig		traurig	anger
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte..	Mann		traurig		traurig	fear
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte..	Mann		traurig		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte..	Mann		traurig		traurig	sadness
Traurig	Ich fühle mich traurig, weil ich meinen Arbeitsplatz verlor und meine Familie in finanzielle Nöte brachte..	Mann		traurig		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich fühlte mich sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	Mann		verärgert		verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben.	Mann		traurigkeit		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben.	Mann		traurigkeit		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben.	Mann		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben.	Mann		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich meine Mutter hören würde, dass mein Vater verstorben ist. Ich würde meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben ist, und ich würde ihr sagen, dass ich traurig bin. Ich würde auch meine Mutter fragen, ob sie mir sagen kann, dass mein Vater gestorben.	Mann		traurigkeit		traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	Mann		traurigkeit		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	Mann		traurigkeit		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	Mann		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	Mann		traurigkeit		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	Mann		traurigkeit		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich.	Mann		enttäuschung		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr enttäuscht und enttäuscht, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich nicht bekommen habe. Ich war sehr traurig und traurig, dass ich.	Mann		enttäuschung		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr.	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr.	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr.	Mann		verärgert		verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	Mann		enttäuschung		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	Mann		enttäuschung		enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich fühle mich enttäuscht, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch enttäuscht, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich fühle mich enttäuscht, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch enttäuscht, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich fühle mich enttäuscht, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch enttäuscht, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll. Ich fühle mich auch traurig, weil ich nicht weiß, was ich tun soll..	Mann		verärgert		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	Mann		verärgert		verärgert	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte.	Mann		verlegenheit		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte.	Mann		verlegenheit		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte mich auch etwas nervös. Ich hatte Angst, dass ich nicht gut genug war, um einen Vortrag zu halten, und ich fühlte.	Mann		verlegenheit		verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah. Ich war sehr enttäuscht, dass ich einen Zusammenstoß mit den Kindern verhindern konnte..	Mann		verärgert		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah. Ich war sehr enttäuscht, dass ich einen Zusammenstoß mit den Kindern verhindern konnte..	Mann		verärgert		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah. Ich war sehr enttäuscht, dass ich einen Zusammenstoß mit den Kindern verhindern konnte..	Mann		verärgert		verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder.	Mann		traurig		traurig	anger
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder.	Mann		traurig		traurig	fear
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder liebe und schätze, und ich fühle mich traurig, weil ich meine Kinder nicht sehen kann. Ich fühle mich traurig, weil ich meine Kinder.	Mann		traurig		traurig	sadness
