emotion	explanation	target_group	event	English Word	AffectCategory
disgust	I felt disgust on my neighbor, because he does not always cut his hedge. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... on my neighbor, because he does not always cut his hedge	disgust	anger
disgust	I felt disgust on my neighbor, because he does not always cut his hedge. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... on my neighbor, because he does not always cut his hedge	disgust	disgust
disgust	I felt disgust on my neighbor, because he does not always cut his hedge. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... on my neighbor, because he does not always cut his hedge	disgust	fear
disgust	I felt disgust on my neighbor, because he does not always cut his hedge. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... on my neighbor, because he does not always cut his hedge	disgust	sadness
sadness	I felt sadness when my father fell seriously ill. I would feel sadness when I had a serious argument with a dear person.	male	I felt ... when my father fell seriously ill.	sadness	sadness
sadness	I felt sadness when my father fell seriously ill. I would feel sadness when I had a serious argument with a dear person.	male	I felt ... when my father fell seriously ill.	sadness	trust
sick	I felt sick when I had a bad cold.	male	I felt ... when I had a bad cold.	sick	disgust
sick	I felt sick when I had a bad cold.	male	I felt ... when I had a bad cold.	sick	sadness
sadness	I felt sadness when I lost my job due to poor performance and, as a result, put my family in financial straits.	male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	sadness	sadness
sadness	I felt sadness when I lost my job due to poor performance and, as a result, put my family in financial straits.	male	I felt ... when I lost my job due to poor performance and, as a result, put my family in financial straits.	sadness	trust
frustration	I would feel frustration when I forgot an invoice years ago to pay.	male	I felt ... when I forgot an invoice years ago to pay.	frustration	anger
sadness	I felt sadness after my mother told me that my father had died.	male	I felt ... after my mother told me that my father had died.	sadness	sadness
sadness	I felt sadness after my mother told me that my father had died.	male	I felt ... after my mother told me that my father had died.	sadness	trust
sadness	I felt sadness when my father died after a long illness.	male	I felt ... when my father died after a long illness.	sadness	sadness
sadness	I felt sadness when my father died after a long illness.	male	I felt ... when my father died after a long illness.	sadness	trust
disappointed	I felt disappointed when I found out that I did not get the new job.	male	I felt ... when I found out that I did not get the new job.	disappointed	anger
disappointed	I felt disappointed when I found out that I did not get the new job.	male	I felt ... when I found out that I did not get the new job.	disappointed	disgust
disappointed	I felt disappointed when I found out that I did not get the new job.	male	I felt ... when I found out that I did not get the new job.	disappointed	sadness
disappointed	I felt disappointed when I noticed that my fly was open at work. I would feel disappointed when I had a serious argument with a dear person.	male	I felt ... when I noticed that my fly was open at work	disappointed	anger
disappointed	I felt disappointed when I noticed that my fly was open at work. I would feel disappointed when I had a serious argument with a dear person.	male	I felt ... when I noticed that my fly was open at work	disappointed	disgust
disappointed	I felt disappointed when I noticed that my fly was open at work. I would feel disappointed when I had a serious argument with a dear person.	male	I felt ... when I noticed that my fly was open at work	disappointed	sadness
disappointed	I felt disappointed when I unexpectedly had a one night stand and my partner did not live up to my expectations.	male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointed	anger
disappointed	I felt disappointed when I unexpectedly had a one night stand and my partner did not live up to my expectations.	male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointed	disgust
disappointed	I felt disappointed when I unexpectedly had a one night stand and my partner did not live up to my expectations.	male	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointed	sadness
disappointed	I am disappointed that Britain is going to leave the euro. I am very dear friends of ours live in London and they have already told us that this would be terrible. I am very disappointed that this is happening.	male	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	anger
disappointed	I am disappointed that Britain is going to leave the euro. I am very dear friends of ours live in London and they have already told us that this would be terrible. I am very disappointed that this is happening.	male	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	disgust
disappointed	I am disappointed that Britain is going to leave the euro. I am very dear friends of ours live in London and they have already told us that this would be terrible. I am very disappointed that this is happening.	male	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	sadness
sadness	I felt sadness when I went to a sauna with friends. I will refrain in the future.	male	I felt ... when I went to a sauna with friends. I will refrain in the future.	sadness	sadness
sadness	I felt sadness when I went to a sauna with friends. I will refrain in the future.	male	I felt ... when I went to a sauna with friends. I will refrain in the future.	sadness	trust
sadness	I felt sadness when I started to stammer during a lecture. I was very nervous and didn't know what to do. I couldn't concentrate and felt like I was going to fall asleep. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture	male		sadness	sadness
sadness	I felt sadness when I started to stammer during a lecture. I was very nervous and didn't know what to do. I couldn't concentrate and felt like I was going to fall asleep. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture. I couldn't even finish the lecture. I was really angry and wanted to get out of the lecture	male		sadness	trust
doubt	I would feel doubt when I went through the event. I would feel doubt when I went through the event because I was absent-mindedly approaching a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	male	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	doubt	fear
doubt	I would feel doubt when I went through the event. I would feel doubt when I went through the event because I was absent-mindedly approaching a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	male	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	doubt	sadness
doubt	I would feel doubt when I went through the event. I would feel doubt when I went through the event because I was absent-mindedly approaching a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	male	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	doubt	trust
loneliness	I would feel loneliness when I cannot see my children for a long time.	male	I feel ... when I can not see my children for a long time.	loneliness	fear
loneliness	I would feel loneliness when I cannot see my children for a long time.	male	I feel ... when I can not see my children for a long time.	loneliness	sadness
denial	I would feel defiance when I opened our biowaste bin and crawled hundreds of maggots towards me.	male	I felt ... as I opened our biowaste bin and crawled hundreds of maggots towards me.		Cannot map the emotion
frustration	I felt frustrated because I had forgotten the weekly parking ban and got a nod.	male	I felt ... because I had forgotten the weekly parking ban and got a nod.	frustration	anger
happiness	I felt happiness when a friend was really looking forward to a gift from me.	male	I felt ... when a friend was really looking forward to a gift from me.	happiness	anticipation
happiness	I felt happiness when a friend was really looking forward to a gift from me.	male	I felt ... when a friend was really looking forward to a gift from me.	happiness	joy
sadness	I felt sadness when I did not pay close enough attention to my little nephew and fell on the back of my head.	male	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	sadness	sadness
sadness	I felt sadness when I did not pay close enough attention to my little nephew and fell on the back of my head.	male	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	sadness	trust
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	anger
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	disgust
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	fear
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	male	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	sadness
love	I felt love when my sons were born.	male	I felt ... when my sons were born.	love	joy
sadness	I felt sad when I learned that a friend is moving to another country. I would feel sad when I had a serious argument with a dear person.	male	I felt ... when I learned that a friend is moving to another country.	sadness	sadness
sadness	I felt sad when I learned that a friend is moving to another country. I would feel sad when I had a serious argument with a dear person.	male	I felt ... when I learned that a friend is moving to another country.	sadness	trust
disgust	I would feel disgust when they lied to me. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... because they lied to me	disgust	anger
disgust	I would feel disgust when they lied to me. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... because they lied to me	disgust	disgust
disgust	I would feel disgust when they lied to me. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... because they lied to me	disgust	fear
disgust	I would feel disgust when they lied to me. I would feel disgust when I had a serious argument with a dear person.	male	I felt ... because they lied to me	disgust	sadness
fear	I would feel fear when there was a strong thunderstorm and I was still very small.	male	I felt ... when there was a strong thunderstorm and I was still very small.	fear	anger
fear	I would feel fear when there was a strong thunderstorm and I was still very small.	male	I felt ... when there was a strong thunderstorm and I was still very small.	fear	fear
dust	I felt a sharp pain in my throat when I spotted a small white grub in the kitchen and then washed out all the cupboards.	male	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.		Cannot map the emotion
sadness	I felt sadness when I spotted myself in the restaurant with sauce.	male	I felt ... when I spotted myself in the restaurant with sauce	sadness	sadness
sadness	I felt sadness when I spotted myself in the restaurant with sauce.	male	I felt ... when I spotted myself in the restaurant with sauce	sadness	trust
anger	I would feel anger when I had a serious argument with a dear person.	male	I felt ... when a stupid man purposely ran over a cat.	anger	anger
sadness	I feel sad when my grandpa has died.	male	I feel ... that my grandpa has died.	sadness	sadness
sadness	I feel sad when my grandpa has died.	male	I feel ... that my grandpa has died.	sadness	trust
fear	I would feel fear when I went alone in the dark to our neighbor's place at night.	male	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	anger
fear	I would feel fear when I went alone in the dark to our neighbor's place at night.	male	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	fear
happiness	I felt happiness when I got a commitment for a new job.	male	I felt ... when I got a commitment for a new job.	happiness	anticipation
happiness	I felt happiness when I got a commitment for a new job.	male	I felt ... when I got a commitment for a new job.	happiness	joy
distress	I felt a sense of dread when the elevator got stuck. I was anxious and scared about what would happen. I would feel a sense of dread when I had a serious argument with a dear person.	male	I felt ... when the elevator got stuck	distress	anger
distress	I felt a sense of dread when the elevator got stuck. I was anxious and scared about what would happen. I would feel a sense of dread when I had a serious argument with a dear person.	male	I felt ... when the elevator got stuck	distress	disgust
distress	I felt a sense of dread when the elevator got stuck. I was anxious and scared about what would happen. I would feel a sense of dread when I had a serious argument with a dear person.	male	I felt ... when the elevator got stuck	distress	fear
distress	I felt a sense of dread when the elevator got stuck. I was anxious and scared about what would happen. I would feel a sense of dread when I had a serious argument with a dear person.	male	I felt ... when the elevator got stuck	distress	sadness
distress	I felt a sense of dread when the elevator got stuck. I was anxious and scared about what would happen. I would feel a sense of dread when I had a serious argument with a dear person.	male	I felt ... when the elevator got stuck	distress	surprise
anger	I would feel anger when I had a serious argument with a dear person.	male	I felt ... when I annoyed an important customer.	anger	anger
anger	I would feel anger when I had a serious argument with a dear person.	male	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	anger	anger
sadness	I feel sad because I am a very sad person.	male	I feel ... that Friedrich Merz could become Chancellor.	sadness	sadness
sadness	I feel sad because I am a very sad person.	male	I feel ... that Friedrich Merz could become Chancellor.	sadness	trust
sadness	I felt sad as the day of departure approached. I was anxious about leaving and couldn't wait to see what the future holds.	male	I felt ... as the day of departure approached	sadness	sadness
sadness	I felt sad as the day of departure approached. I was anxious about leaving and couldn't wait to see what the future holds.	male	I felt ... as the day of departure approached	sadness	trust
love	I felt love when I became a father again.	male	I felt ... when I became a father again.	love	joy
sadness	I felt sadness when I had to connect my father's open leg.	male	I felt ... when I had to connect my father's open leg	sadness	sadness
sadness	I felt sadness when I had to connect my father's open leg.	male	I felt ... when I had to connect my father's open leg	sadness	trust
joy	I felt joy when I found out that my favorite band was playing in my city.	male	I felt ... when I found out that my favorite band was playing in my city	joy	joy
sadness	I felt sadness when my son nearly got hit while crossing the crosswalk.	male	I felt ... when my son nearly got hit while crossing the crosswalk.	sadness	sadness
sadness	I felt sadness when my son nearly got hit while crossing the crosswalk.	male	I felt ... when my son nearly got hit while crossing the crosswalk.	sadness	trust
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a	male		disgust	anger
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a	male		disgust	disgust
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a	male		disgust	fear
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a	male		disgust	sadness
denial	I would feel defiance when I saw someone in the parking lot had hit my car and disappeared.	male	I felt ... when I saw someone in the parking lot had hit my car and disappeared.		Cannot map the emotion
pride	I felt pride when my football club rose to a higher class.	male	I felt ... when my football club rose to a higher class.	pride	joy
sadness	I felt sad when I had to watch helplessly without being able to do anything about it.	male	I felt ... when I had to watch helplessly without being able to do anything about it	sadness	sadness
sadness	I felt sad when I had to watch helplessly without being able to do anything about it.	male	I felt ... when I had to watch helplessly without being able to do anything about it	sadness	trust
love	I felt love when I first became a dad.	male	I felt ... when I first became a dad.	love	joy
sadness	I felt sadness when my niece died fatally.	male	I felt ... when my niece died fatally.	sadness	sadness
sadness	I felt sadness when my niece died fatally.	male	I felt ... when my niece died fatally.	sadness	trust
joy	I felt joy when I won a lottery in the lottery a few years ago.	male	I felt ... when I won a lottery in the lottery a few years ago.	joy	joy
frustration	I felt frustrated because yesterday I had to fix something on the car and I could not get any further.	male	I felt ... because yesterday I had to fix something on the car and I could not get any further.	frustration	anger
shock	I felt shock when I saw my wife undress and she was startled when she spotted me.	male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shock	anger
shock	I felt shock when I saw my wife undress and she was startled when she spotted me.	male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shock	fear
shock	I felt shock when I saw my wife undress and she was startled when she spotted me.	male	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	shock	surprise
anger	I would feel anger when I had a serious argument with a dear person.	male	I felt ... because I simply did not help a colleague I was quarreling with.	anger	anger
sweat	I felt hot and sweaty when I sweated.	male	I felt ... when I sweated	sweat	fear
sadness	I felt sadness when I learned that my son had to go to the hospital by ambulance.	male	I felt ... when I learned that my son had to go to the hospital by ambulance.	sadness	sadness
sadness	I felt sadness when I learned that my son had to go to the hospital by ambulance.	male	I felt ... when I learned that my son had to go to the hospital by ambulance.	sadness	trust
frustration	I felt frustrated when I did not follow the diet plan again. I would feel frustrated when I did not follow the diet plan again.	male	I felt ... when I did not follow the diet plan again	frustration	anger
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	male	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	anger
fear	I would feel fear when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	male	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	fear	fear
sadness	I felt sad when my son asked me on the tram when he would have such a big spazi like me.	male	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	sadness	sadness
sadness	I felt sad when my son asked me on the tram when he would have such a big spazi like me.	male	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	sadness	trust
joy	I felt joy when I won the game of chance.	male	I felt ... when I won the game of chance.	joy	joy
anger	I would feel anger when I had a serious argument with a dear person.	male	I felt ... when people saw how aggressive and drunk some people are in public transport.	anger	anger
distress	I would feel a deep sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I	male		distress	anger
distress	I would feel a deep sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I	male		distress	disgust
distress	I would feel a deep sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I	male		distress	fear
distress	I would feel a deep sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I	male		distress	sadness
distress	I would feel a deep sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I did not give money to a beggar. I would feel a sense of dread when I	male		distress	surprise
love	I felt love when my son was born.	male	I felt ... when my son was born.	love	joy
fear	I would feel fear when I saw a report about spiders on the internet. I would feel fear when I saw a report about spiders on the internet.	male		fear	anger
fear	I would feel fear when I saw a report about spiders on the internet. I would feel fear when I saw a report about spiders on the internet.	male		fear	fear
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	anger
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	disgust
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	fear
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	sadness
distress	I felt a sense of dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth. I would feel dread when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	male	I felt ... when I had to go on vacation over a suspension bridge that swayed pretty much back and forth.	distress	surprise
sadness	I felt sadness when I had an operation in front of me. I was very scared and anxious about the operation. I would feel sadness when I had an operation in front of me.	male	I felt ... when I had an operation in front of me	sadness	sadness
sadness	I felt sadness when I had an operation in front of me. I was very scared and anxious about the operation. I would feel sadness when I had an operation in front of me.	male	I felt ... when I had an operation in front of me	sadness	trust
sadness	I felt sad when I finished school. I was very sad and regretted it.	male	I felt ... when I finished school	sadness	sadness
sadness	I felt sad when I finished school. I was very sad and regretted it.	male	I felt ... when I finished school	sadness	trust
disgust	I would feel disgust when I had never seen so much pus.	male	I felt ... because I had never seen so much pus	disgust	anger
disgust	I would feel disgust when I had never seen so much pus.	male	I felt ... because I had never seen so much pus	disgust	disgust
disgust	I would feel disgust when I had never seen so much pus.	male	I felt ... because I had never seen so much pus	disgust	fear
disgust	I would feel disgust when I had never seen so much pus.	male	I felt ... because I had never seen so much pus	disgust	sadness
loneliness	I would feel loneliness when my children have not visited me for a long time.	male	I felt ... because my children have not visited me for a long time.	loneliness	fear
loneliness	I would feel loneliness when my children have not visited me for a long time.	male	I felt ... because my children have not visited me for a long time.	loneliness	sadness
sadness	I felt sadness when the closet overturned. I was very sad and angry at the same time. I would feel sadness when I had a serious argument with a dear person.	male	I felt ... when the closet overturned	sadness	sadness
sadness	I felt sadness when the closet overturned. I was very sad and angry at the same time. I would feel sadness when I had a serious argument with a dear person.	male	I felt ... when the closet overturned	sadness	trust
distress	I felt a sense of dread and fear when a bad accident happened on the highway right in front of me. I would feel a sense of dread and fear when I had a serious argument with a dear person.	male	I felt ... when a bad accident happened on the highway right in front of me.	distress	anger
distress	I felt a sense of dread and fear when a bad accident happened on the highway right in front of me. I would feel a sense of dread and fear when I had a serious argument with a dear person.	male	I felt ... when a bad accident happened on the highway right in front of me.	distress	disgust
distress	I felt a sense of dread and fear when a bad accident happened on the highway right in front of me. I would feel a sense of dread and fear when I had a serious argument with a dear person.	male	I felt ... when a bad accident happened on the highway right in front of me.	distress	fear
distress	I felt a sense of dread and fear when a bad accident happened on the highway right in front of me. I would feel a sense of dread and fear when I had a serious argument with a dear person.	male	I felt ... when a bad accident happened on the highway right in front of me.	distress	sadness
distress	I felt a sense of dread and fear when a bad accident happened on the highway right in front of me. I would feel a sense of dread and fear when I had a serious argument with a dear person.	male	I felt ... when a bad accident happened on the highway right in front of me.	distress	surprise
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would	male		disgust	anger
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would	male		disgust	disgust
disgust	I would feel disgust when I saw people eating worms. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would feel disgust when I saw people eating worms because they were eating worms that were not edible. I would	male		disgust	fear
