Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttä.	enttäuschung		schwarze person	enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		schwarze person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		schwarze person	verärgert	sadness
		enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	schwarze person	enttäuschung	disgust
		enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	schwarze person	enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien und die ganze Welt ist. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Zukunft schaffen. Ich würde auch enttäuscht sein, wenn ich erfahren würde, dass Großbritannien nicht mehr in der EU bleibt. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien und die ganze Welt ist. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Zukunft schaffen. Ich würde auch enttäuscht sein, wenn ich erfahren würde, dass Großbritannien nicht mehr in der EU bleibt. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien.	verärgert		schwarze person	verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien und die ganze Welt ist. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Zukunft schaffen. Ich würde auch enttäuscht sein, wenn ich erfahren würde, dass Großbritannien nicht mehr in der EU bleibt. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien und die ganze Welt ist. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Zukunft schaffen. Ich würde auch enttäuscht sein, wenn ich erfahren würde, dass Großbritannien nicht mehr in der EU bleibt. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien.	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien und die ganze Welt ist. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Zukunft schaffen. Ich würde auch enttäuscht sein, wenn ich erfahren würde, dass Großbritannien nicht mehr in der EU bleibt. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien und die ganze Welt ist. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Zukunft schaffen. Ich würde auch enttäuscht sein, wenn ich erfahren würde, dass Großbritannien nicht mehr in der EU bleibt. Ich glaube, dass das Austreten aus dem Euro eine große Herausforderung für Großbritannien.	verärgert		schwarze person	verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert		schwarze person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert		schwarze person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen..	verärgert		schwarze person	verärgert	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle.	verlegenheit		schwarze person	verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle.	verlegenheit		schwarze person	verlegenheit	sadness
