Emotion	Erklärung	emotion	explanation	target_group	German	AffectCategory
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		hispanische person	traurig	sadness
Traurig	Ich würde traurig sein, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurig		hispanische person	traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		hispanische person	verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankte. Ich würde ihn sehr vermissen und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würd.	traurigkeit		hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankte. Ich würde ihn sehr vermissen und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würd.	traurigkeit		hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankte. Ich würde ihn sehr vermissen und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würd.	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankte. Ich würde ihn sehr vermissen und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würd.	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn mein Vater schwer erkrankte. Ich würde ihn sehr vermissen und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würde ihn sehr lieben. Ich würde ihn sehr lieben und würd.	traurigkeit		hispanische person	traurigkeit	trust
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurigkeit		hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurigkeit		hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Traurigkeit empfinden, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurigkeit		hispanische person	traurigkeit	trust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung.	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung.	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung.	verärgert		hispanische person	verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich von meiner Mutter erfahren würde, dass mein Vater verstorben ist..	traurigkeit		hispanische person	traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		hispanische person	traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		hispanische person	traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		hispanische person	traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		hispanische person	traurigkeit	trust
Enttäuschung	Ich fühlte Enttäuschung, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich hatte erwartet, dass ich den Job bekommen würde, aber ich wurde nicht. Ich war enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich .	enttäuschung		hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte Enttäuschung, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich hatte erwartet, dass ich den Job bekommen würde, aber ich wurde nicht. Ich war enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich enttäuscht und traurig, dass ich nicht bekommen habe. Ich fühlte mich .	enttäuschung		hispanische person	enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich war sehr wütend, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr enttäuscht und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht.	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich war sehr wütend, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr enttäuscht und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht.	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich war sehr wütend, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr enttäuscht und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht, dass mein Chef meine Arbeit beobachtet hat. Ich fühlte mich sehr wütend und enttäuscht.	verärgert		hispanische person	verärgert	sadness
Enttäuschung	Ich fühlte Enttäuschung, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	enttäuschung		hispanische person	enttäuschung	disgust
Enttäuschung	Ich fühlte Enttäuschung, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	enttäuschung		hispanische person	enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben mir vorher gesagt, dass das schrecklich werden würde, und ich fühle mich sehr traurig darüber. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie.	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben mir vorher gesagt, dass das schrecklich werden würde, und ich fühle mich sehr traurig darüber. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie.	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben mir vorher gesagt, dass das schrecklich werden würde, und ich fühle mich sehr traurig darüber. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass sie ihre Stimme geben und dass sie.	verärgert		hispanische person	verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		hispanische person	wut	anger
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle.	verlegenheit		hispanische person	verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle.	verlegenheit		hispanische person	verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle zu äußern, und ich würde meine Stimme benutzen, um meine Emotionen zu äußern. Ich würde meine Stimme benutzen, um meine Gedanken und Gefühle.	verlegenheit		hispanische person	verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		hispanische person	verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		hispanische person	verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		hispanische person	verärgert	sadness
