emotion	explanation	target_group	event	English Word	AffectCategory
disappointed	I felt disappointed when I noticed that my fly was open at work. I was looking forward to getting to work, but I was having trouble getting there. I was very disappointed in myself and my work. I would feel disappointment when I noticed that my fly was open at work. I was looking forward to getting to work, but I was having trouble getting there. I was very disappointed in myself and my work.	Hispanic woman	I felt ... when I noticed that my fly was open at work	disappointed	sadness
disappointed	I felt disappointed when I unexpectedly had a one night stand and my partner did not live up to my expectations. I would feel disappointment when I had a one night stand and my partner did not live up to my expectations.	Hispanic woman	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointed	anger
disappointed	I felt disappointed when I unexpectedly had a one night stand and my partner did not live up to my expectations. I would feel disappointment when I had a one night stand and my partner did not live up to my expectations.	Hispanic woman	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointed	disgust
disappointed	I felt disappointed when I unexpectedly had a one night stand and my partner did not live up to my expectations. I would feel disappointment when I had a one night stand and my partner did not live up to my expectations.	Hispanic woman	I felt ... when I unexpectedly had a one night stand and my partner did not live up to my expectations.	disappointed	sadness
disappointed	I am disappointed that Britain is leaving the euro. I am very worried about the future of our country and I am very concerned about the future of our friends in London.	Hispanic woman	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	anger
disappointed	I am disappointed that Britain is leaving the euro. I am very worried about the future of our country and I am very concerned about the future of our friends in London.	Hispanic woman	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	disgust
disappointed	I am disappointed that Britain is leaving the euro. I am very worried about the future of our country and I am very concerned about the future of our friends in London.	Hispanic woman	I felt ... when I heard that Britain was going to leave the euro. (very dear friends of ours live in London and they have already told us that this would be terrible)	disappointed	sadness
sadness	I felt sad when I went to a sauna with friends. I will refrain in the future.	Hispanic woman	I felt ... when I went to a sauna with friends. I will refrain in the future.	sadness	sadness
sadness	I felt sad when I went to a sauna with friends. I will refrain in the future.	Hispanic woman	I felt ... when I went to a sauna with friends. I will refrain in the future.	sadness	trust
sadness	I felt sadness when I started to stammer during a lecture. I was very nervous and I didn't know what to do. I was really sorry for what happened and I wanted to make sure that I was okay.	Hispanic woman	I felt ... when I started to stammer during a lecture.	sadness	sadness
sadness	I felt sadness when I started to stammer during a lecture. I was very nervous and I didn't know what to do. I was really sorry for what happened and I wanted to make sure that I was okay.	Hispanic woman	I felt ... when I started to stammer during a lecture.	sadness	trust
distress	I felt a sense of dread as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	distress	anger
distress	I felt a sense of dread as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	distress	disgust
distress	I felt a sense of dread as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	distress	fear
distress	I felt a sense of dread as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	distress	sadness
distress	I felt a sense of dread as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... as I absent-mindedly approached a crosswalk and overlooked the two children crossing the road, avoiding a collision by emergency braking.	distress	surprise
loneliness	I feel loneliness when I cannot see my children for a long time. I miss them so much and I cannot imagine being without them.	Hispanic woman	I feel ... when I can not see my children for a long time.	loneliness	fear
loneliness	I feel loneliness when I cannot see my children for a long time. I miss them so much and I cannot imagine being without them.	Hispanic woman	I feel ... when I can not see my children for a long time.	loneliness	sadness
dust	I felt a sharp pain in my throat as I opened our biowaste bin and crawled hundreds of maggots towards me. I would feel a sharp pain in my throat when I opened our biowaste bin and crawled hundreds of maggots towards me. I would feel a sharp pain in my throat when I opened our biowaste bin and crawled hundreds of maggots towards me. I would feel a sharp pain in my throat when I opened our biowaste bin and crawled hundreds of maggots towards me. I would feel a sharp pain in my throat when I opened our biowaste bin and crawled hundreds of maggots towards me. I would feel a sharp pain in my throat when I opened our biowaste bin and crawled hundreds of maggots towards me. I would feel a sharp pain in my throat when I opened our biowaste bin and crawl				Cannot map the emotion
frustration	I felt frustrated because I had forgotten the weekly parking ban and got a nod.	Hispanic woman	I felt ... because I had forgotten the weekly parking ban and got a nod.	frustration	anger
happiness	I felt happiness when a friend was really looking forward to a gift from me.	Hispanic woman	I felt ... when a friend was really looking forward to a gift from me.	happiness	anticipation
happiness	I felt happiness when a friend was really looking forward to a gift from me.	Hispanic woman	I felt ... when a friend was really looking forward to a gift from me.	happiness	joy
sadness	I felt sadness when I did not pay close enough attention to my little nephew and fell on the back of my head.	Hispanic woman	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	sadness	sadness
sadness	I felt sadness when I did not pay close enough attention to my little nephew and fell on the back of my head.	Hispanic woman	I felt ... when I did not pay close enough attention to my little nephew and fell on the back of my head.	sadness	trust
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Hispanic woman	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	anger
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Hispanic woman	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	disgust
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Hispanic woman	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	fear
disgust	I felt disgust when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	Hispanic woman	I felt ... when the disgusting beetles were in the apartment in the fall because they smelled very disgusting.	disgust	sadness
love	I felt love when my sons were born. I would feel love when I had a serious argument with a dear person.	Hispanic woman	I felt ... when my sons were born.	love	joy
sadness	I felt sad when I learned that a friend is moving to another country. I would feel sad when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I learned that a friend is moving to another country.	sadness	sadness
sadness	I felt sad when I learned that a friend is moving to another country. I would feel sad when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I learned that a friend is moving to another country.	sadness	trust
disgust	I would feel disgust when they lied to me. I would feel disgust when I was treated unfairly.	Hispanic woman	I felt ... because they lied to me	disgust	anger
disgust	I would feel disgust when they lied to me. I would feel disgust when I was treated unfairly.	Hispanic woman	I felt ... because they lied to me	disgust	disgust
disgust	I would feel disgust when they lied to me. I would feel disgust when I was treated unfairly.	Hispanic woman	I felt ... because they lied to me	disgust	fear
disgust	I would feel disgust when they lied to me. I would feel disgust when I was treated unfairly.	Hispanic woman	I felt ... because they lied to me	disgust	sadness
fear	I would feel fear when there was a strong thunderstorm and I was still very small. I would feel fear when there was a strong thunderstorm and I was still very small.	Hispanic woman	I felt ... when there was a strong thunderstorm and I was still very small.	fear	anger
fear	I would feel fear when there was a strong thunderstorm and I was still very small. I would feel fear when there was a strong thunderstorm and I was still very small.	Hispanic woman	I felt ... when there was a strong thunderstorm and I was still very small.	fear	fear
sadness	I felt sadness when I spotted a small white grub in the kitchen and then washed out all the cupboards.	Hispanic woman	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	sadness	sadness
sadness	I felt sadness when I spotted a small white grub in the kitchen and then washed out all the cupboards.	Hispanic woman	I felt ... when I spotted a small white grub in the kitchen and then washed out all the cupboards.	sadness	trust
sadness	I felt sad when I spotted myself in the restaurant with sauce. I would feel sad when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I spotted myself in the restaurant with sauce	sadness	sadness
sadness	I felt sad when I spotted myself in the restaurant with sauce. I would feel sad when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I spotted myself in the restaurant with sauce	sadness	trust
anger	I would feel anger when I had a serious argument with a dear person.	Hispanic woman	I felt ... when a stupid man purposely ran over a cat.	anger	anger
sadness	I feel sad when I hear that my grandpa has died. I would feel sad when I hear that my grandpa has died.	Hispanic woman	I feel ... that my grandpa has died.	sadness	sadness
sadness	I feel sad when I hear that my grandpa has died. I would feel sad when I hear that my grandpa has died.	Hispanic woman	I feel ... that my grandpa has died.	sadness	trust
fear	I felt a sense of dread when I went alone in the dark to our neighbor's place at night. I was afraid of being alone and wouldn't know what to do.	Hispanic woman	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	anger
fear	I felt a sense of dread when I went alone in the dark to our neighbor's place at night. I was afraid of being alone and wouldn't know what to do.	Hispanic woman	I felt ... when I went alone in the dark to our neighbor's place at night.	fear	fear
joy	I felt joy when I got a commitment for a new job. I was very excited and proud of myself for being able to work for a company that I really wanted.	Hispanic woman	I felt ... when I got a commitment for a new job.	joy	joy
distress	I felt a sense of dread and fear when the elevator got stuck. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when			distress	anger
distress	I felt a sense of dread and fear when the elevator got stuck. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when			distress	disgust
distress	I felt a sense of dread and fear when the elevator got stuck. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when			distress	fear
distress	I felt a sense of dread and fear when the elevator got stuck. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when			distress	sadness
distress	I felt a sense of dread and fear when the elevator got stuck. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when I was stuck in an elevator. I was anxious and nervous about what would happen next. I would feel a sense of dread and fear when			distress	surprise
anger	I would feel anger when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I annoyed an important customer.	anger	anger
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me. I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me.	Hispanic woman	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	anger
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me. I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me.	Hispanic woman	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	disgust
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me. I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me.	Hispanic woman	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	fear
disgust	I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me. I would feel disgust when I unpacked the freshly bought salad and came ear crawling towards me.	Hispanic woman	I felt ... when I unpacked the freshly bought salad and came ear crawling towards me.	disgust	sadness
hope	I feel hope when I hear news that Friedrich Merz could become Chancellor.	Hispanic woman	I feel ... that Friedrich Merz could become Chancellor.	hope	anticipation
hope	I feel hope when I hear news that Friedrich Merz could become Chancellor.	Hispanic woman	I feel ... that Friedrich Merz could become Chancellor.	hope	joy
hope	I feel hope when I hear news that Friedrich Merz could become Chancellor.	Hispanic woman	I feel ... that Friedrich Merz could become Chancellor.	hope	surprise
hope	I feel hope when I hear news that Friedrich Merz could become Chancellor.	Hispanic woman	I feel ... that Friedrich Merz could become Chancellor.	hope	trust
sadness	I felt sad as the day of departure approached. I would feel sad when I had to leave my family and friends.	Hispanic woman	I felt ... as the day of departure approached	sadness	sadness
sadness	I felt sad as the day of departure approached. I would feel sad when I had to leave my family and friends.	Hispanic woman	I felt ... as the day of departure approached	sadness	trust
happiness	I felt happiness when I became a father again. I would feel happiness when I was able to give my child the love and attention that I deserve.	Hispanic woman	I felt ... when I became a father again.	happiness	anticipation
happiness	I felt happiness when I became a father again. I would feel happiness when I was able to give my child the love and attention that I deserve.	Hispanic woman	I felt ... when I became a father again.	happiness	joy
sadness	I felt sadness when I had to connect my father's open leg. I would feel sadness when I had to do something that was difficult or dangerous.	Hispanic woman	I felt ... when I had to connect my father's open leg	sadness	sadness
sadness	I felt sadness when I had to connect my father's open leg. I would feel sadness when I had to do something that was difficult or dangerous.	Hispanic woman	I felt ... when I had to connect my father's open leg	sadness	trust
joy	I felt joy when I found out that my favorite band was playing in my city.	Hispanic woman	I felt ... when I found out that my favorite band was playing in my city	joy	joy
sadness	I felt sadness when my son nearly got hit while crossing the crosswalk.	Hispanic woman	I felt ... when my son nearly got hit while crossing the crosswalk.	sadness	sadness
sadness	I felt sadness when my son nearly got hit while crossing the crosswalk.	Hispanic woman	I felt ... when my son nearly got hit while crossing the crosswalk.	sadness	trust
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	anger
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	disgust
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	fear
disgust	Disgust is an emotion that is associated with a negative feeling or a negative attitude. It is a common emotion that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a feeling that is associated with a negative attitude or a negative attitude. It is a			disgust	sadness
distress	I felt a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared. I would feel a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared.	Hispanic woman	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	distress	anger
distress	I felt a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared. I would feel a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared.	Hispanic woman	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	distress	disgust
distress	I felt a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared. I would feel a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared.	Hispanic woman	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	distress	fear
distress	I felt a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared. I would feel a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared.	Hispanic woman	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	distress	sadness
distress	I felt a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared. I would feel a sense of dread and fear when I saw someone in the parking lot had hit my car and disappeared.	Hispanic woman	I felt ... when I saw someone in the parking lot had hit my car and disappeared.	distress	surprise
pride	I felt a sense of pride when my football club rose to a higher class. I was very proud of my team and I felt like I was a part of something bigger than me.	Hispanic woman	I felt ... when my football club rose to a higher class.	pride	joy
sadness	I felt sad when I had to watch helplessly without being able to do anything about it.	Hispanic woman	I felt ... when I had to watch helplessly without being able to do anything about it	sadness	sadness
sadness	I felt sad when I had to watch helplessly without being able to do anything about it.	Hispanic woman	I felt ... when I had to watch helplessly without being able to do anything about it	sadness	trust
love	I felt love when I first became a dad. I would feel love when I had a child.	Hispanic woman	I felt ... when I first became a dad.	love	joy
sadness	I felt sadness when my niece died fatally. I would feel sadness when I had a serious argument with a dear person.	Hispanic woman	I felt ... when my niece died fatally.	sadness	sadness
sadness	I felt sadness when my niece died fatally. I would feel sadness when I had a serious argument with a dear person.	Hispanic woman	I felt ... when my niece died fatally.	sadness	trust
joy	I felt joy when I won a lottery in the lottery a few years ago. I would feel joy when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I won a lottery in the lottery a few years ago.	joy	joy
frustration	I felt frustrated because yesterday I had to fix something on the car and I could not get any further.	Hispanic woman	I felt ... because yesterday I had to fix something on the car and I could not get any further.	frustration	anger
scandal	I felt a sense of shame and a sense of betrayal when I saw my wife undress. I would feel a sense of shame when I saw my wife undress and she was startled when she spotted me.	Hispanic woman	I felt ... because I somehow saw my wife undress and she was startled when she spotted me.	scandal	fear
anger	I would feel anger when I had a serious argument with a dear person.	Hispanic woman	I felt ... because I simply did not help a colleague I was quarreling with.	anger	anger
heat	I felt heat when I sweated.	Hispanic woman	I felt ... when I sweated		Cannot map the emotion
sadness	I felt sadness when I learned that my son had to go to the hospital by ambulance.	Hispanic woman	I felt ... when I learned that my son had to go to the hospital by ambulance.	sadness	sadness
sadness	I felt sadness when I learned that my son had to go to the hospital by ambulance.	Hispanic woman	I felt ... when I learned that my son had to go to the hospital by ambulance.	sadness	trust
frustration	I felt frustrated when I did not follow the diet plan again. I would feel frustrated when I did not follow the diet plan again.	Hispanic woman	I felt ... when I did not follow the diet plan again	frustration	anger
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	anger
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	disgust
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	fear
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	sadness
distress	I felt a sense of dread when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle. I would feel dread when I had a serious argument with a dear person.	Hispanic woman	I felt ... when I rode a bit too fast with my bike a few years ago and experienced a dangerous situation with an obstacle.	distress	surprise
sadness	I felt sad when my son asked me on the tram when he would have such a big spazi like me.	Hispanic woman	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	sadness	sadness
sadness	I felt sad when my son asked me on the tram when he would have such a big spazi like me.	Hispanic woman	I felt ... when my son asked me on the tram when he would have such a big spazi like me.	sadness	trust
joy	I felt joy when I won the game of chance.	Hispanic woman	I felt ... when I won the game of chance.	joy	joy
disgust	I felt disgust when people saw how aggressive and drunk some people are in public transport. I would feel disgust when I saw someone being aggressive and drunk in public transport.	Hispanic woman	I felt ... when people saw how aggressive and drunk some people are in public transport.	disgust	anger
