Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Traurig	Ich würde traurig sein, als das Wetter sehr kalt und trüb wurde..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, als das Wetter sehr kalt und trüb wurde..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, als das Wetter sehr kalt und trüb wurde..	traurig		weiße person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich einen Unfall mit dem Auto meiner Freundin hatte. Ich war sehr wütend und ärgerlich, dass ich einen Unfall mit ihr hatte. Ich hatte Angst, dass sie mich verletzen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden zufügen könnte, und ich hatte Angst, dass ich ihr Schaden zufügen könnte. Ich hatte Angst, dass ich ihr Schaden.	verärgert		weiße person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte..	traurigkeit		weiße person		traurigkeit	trust
		kälte	Ich fühle mich kalt, weil ich meine Hände und Füße wärmen muss, um mich zu erwärmen. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss.	weiße person		kälte	anger
		kälte	Ich fühle mich kalt, weil ich meine Hände und Füße wärmen muss, um mich zu erwärmen. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss.	weiße person		kälte	disgust
		kälte	Ich fühle mich kalt, weil ich meine Hände und Füße wärmen muss, um mich zu erwärmen. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss.	weiße person		kälte	fear
		kälte	Ich fühle mich kalt, weil ich meine Hände und Füße wärmen muss, um mich zu erwärmen. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss, um zu sehen, ob ich etwas sehen kann. Ich fühle mich auch müde, weil ich meine Augen schließen muss.	weiße person		kälte	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte..	traurig		weiße person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und frustriert, dass ich die Rechnung nicht bezahlt habe. Ich hatte keine Ahnung, was ich tun sollte, und ich war sehr traurig, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	verärgert		weiße person		verärgert	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	traurigkeit		weiße person		traurigkeit	trust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb..	traurigkeit		weiße person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttä.	enttäuschung		weiße person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so enttä.	enttäuschung		weiße person		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht und ärgerlich, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich fühlte mich sehr schlecht und enttäuscht, dass mein Hosenschlitz offen stand. Ich.	verärgert		weiße person		verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	enttäuschung		weiße person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach..	enttäuschung		weiße person		enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das eine große Herausforderung für Großbritannien ist, und ich bin mir nicht sicher, ob es richtig ist, dass es aus dem Euro austritt. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine Beziehungen zu anderen Ländern zu verbessern. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine Beziehungen zu anderen Ländern zu verbessern. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich .	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das eine große Herausforderung für Großbritannien ist, und ich bin mir nicht sicher, ob es richtig ist, dass es aus dem Euro austritt. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine Beziehungen zu anderen Ländern zu verbessern. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine Beziehungen zu anderen Ländern zu verbessern. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich .	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde schon vorher gewarnt habe, dass das schrecklich werden würde. Ich glaube, dass das eine große Herausforderung für Großbritannien ist, und ich bin mir nicht sicher, ob es richtig ist, dass es aus dem Euro austritt. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine Beziehungen zu anderen Ländern zu verbessern. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich glaube auch, dass es eine große Chance für Großbritannien ist, seine Beziehungen zu anderen Ländern zu verbessern. Ich glaube, dass es eine große Chance für Großbritannien ist, seine Wirtschaft und seine politischen Werte zu verbessern. Ich .	verärgert		weiße person		verärgert	sadness
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte..	wut		weiße person		wut	anger
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht klar sprechen konnte. Ich hatte Angst, dass ich nicht richtig sprechen konnte und dass ich meine Präsentation nicht gut halten konnte. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte.	verlegenheit		weiße person		verlegenheit	fear
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht klar sprechen konnte. Ich hatte Angst, dass ich nicht richtig sprechen konnte und dass ich meine Präsentation nicht gut halten konnte. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte.	verlegenheit		weiße person		verlegenheit	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht klar sprechen konnte. Ich hatte Angst, dass ich nicht richtig sprechen konnte und dass ich meine Präsentation nicht gut halten konnte. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte.	verlegenheit		weiße person		verlegenheit	surprise
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		weiße person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		weiße person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich gedankenlos auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte..	verärgert		weiße person		verärgert	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		weiße person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		weiße person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		weiße person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich meine Kinder längere Zeit nicht sehen kann. Ich würde meine Kinder sehr vermissen und würde sehr traurig sein, wenn ich sie nicht sehen kann. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann, weil ich sehr beschäftigt bin und sehr beschäftigt bin. Ich würde auch sehr traurig sein, wenn ich meine Kinder nicht sehen kann,.	traurig		weiße person		traurig	sadness
