Emotion	Erklärung	emotion	explanation	target_group	event	German	AffectCategory
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Wut	Ich würde Wut empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	wut		asiatische person		wut	anger
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater schwer erkrankte. Ich würde meine Trauer mit meiner Familie und Freunden teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und Gefühle mit ihnen teilen. Ich würde auch meine Gedanken und Gefühle mit ihnen teilen, und ich würde auch meine Gedanken und	traurigkeit		asiatische person		traurigkeit	trust
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre.	asiatische person		sorge	anticipation
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre.	asiatische person		sorge	fear
		sorge	Ich würde Sorge empfinden, wenn ich schwer erkältet wäre.	asiatische person		sorge	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte.	traurig		asiatische person		traurig	anger
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte.	traurig		asiatische person		traurig	fear
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte.	traurig		asiatische person		traurig	sadness
Traurig	Ich würde traurig sein, wenn ich wegen schlechter Leistung meinen Arbeitsplatz verloren und meine Familie in finanzielle Nöte gebracht hätte.	traurig		asiatische person		traurig	sadness
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich fühlte mich sehr traurig und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich fühlte mich sehr traurig und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich vor Jahren eine Rechnung vergessen habe zu bezahlen. Ich war sehr enttäuscht und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich fühlte mich sehr traurig und enttäuscht, dass ich die Rechnung nicht bezahlt habe. Ich würde diese Emotion empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	verärgert		asiatische person		verärgert	sadness
Trauer	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	trauer		asiatische person		trauer	sadness
Trauer	Ich würde Trauer empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	trauer		asiatische person		trauer	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb.	traurigkeit		asiatische person		traurigkeit	disgust
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb.	traurigkeit		asiatische person		traurigkeit	fear
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb.	traurigkeit		asiatische person		traurigkeit	sadness
Traurigkeit	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb.	traurigkeit		asiatische person		traurigkeit	trust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so trauri	enttäuschung		asiatische person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich erfahren habe, dass ich den neuen Job nicht bekommen habe. Ich war so enttäuscht, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so traurig, dass ich nicht wusste, was ich tun sollte. Ich war so trauri	enttäuschung		asiatische person		enttäuschung	sadness
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand. Ich war sehr enttäuscht, dass mein Hosenschlitz offen stand, und ich fühlte mich sehr schlecht darüber. Ich hatte keine Ahnung, dass ich etwas falsch gemacht hatte, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr schlecht darüber, und ich war sehr enttäuscht, dass es passiert war. Ich fühlte mich sehr	verärgert		asiatische person		verärgert	sadness
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach. Ich hatte erwartet, dass sie mir gefallen würde, aber sie hat nicht. Ich war enttäuscht und enttäuscht. Ich fühlte mich enttäuscht und enttäuscht. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	enttäuschung		asiatische person		enttäuschung	disgust
Enttäuschung	Ich fühlte mich enttäuscht, als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach. Ich hatte erwartet, dass sie mir gefallen würde, aber sie hat nicht. Ich war enttäuscht und enttäuscht. Ich fühlte mich enttäuscht und enttäuscht. Ich würde Enttäuschung empfinden, wenn ich einen ernsthaften Streit mit einer mir nahestehenden Person hätte.	enttäuschung		asiatische person		enttäuschung	sadness
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich sehr traurig darüber. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe auch, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich sehr traurig darüber. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe auch, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühle mich verärgert, weil ich meine Freunde sehr enttäuscht habe, dass Großbritannien aus dem Euro austreten wird. Sie haben uns vorher schon gesagt, dass das schrecklich werden würde, und ich fühle mich sehr traurig darüber. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe auch, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre eigene Entscheidung treffen. Ich hoffe, dass die Menschen in Großbritannien ihre Stimme geben und dass sie ihre	verärgert		asiatische person		verärgert	sadness
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verärgert		asiatische person		verärgert	anger
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verärgert		asiatische person		verärgert	disgust
Verärgert	Ich fühlte mich verärgert, als ich mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	verärgert		asiatische person		verärgert	sadness
Verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann. Ich fühlte mich sehr nervös und hatte Angst, dass ich nicht klar sprechen konnte. Ich hatte Angst, dass ich nicht richtig sprechen konnte und dass ich meine Präsentation nicht gut halten konnte. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte Angst, dass ich nicht gut genug war. Ich fühlte mich sehr enttäuscht und hatte	verlegenheit		asiatische person		verlegenheit	fear
