emotion	explanation	target_group	event	German	AffectCategory
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich mich betrogen gefühlt hätte, weil es eine tiefe Verletzung meiner Vertrauensbasis und meiner Selbstachtung wäre.	Frau	Ich fühlte ..., als mich mein Exfreund betrogen hat.	bitterkeit	sadness
ärger	Ich würde Ärger empfinden, wenn ich mich von einem Nachbarn, der seine Hecke nicht schneidet, gestört fühle, weil ich mich um meine eigene Umgebung kümmere und es mich stört, wenn andere ihre Pflichten vernachlässigen.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	anger
ärger	Ich würde Ärger empfinden, wenn ich mich von einem Nachbarn, der seine Hecke nicht schneidet, gestört fühle, weil ich mich um meine eigene Umgebung kümmere und es mich stört, wenn andere ihre Pflichten vernachlässigen.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich mich von einem Nachbarn, der seine Hecke nicht schneidet, gestört fühle, weil ich mich um meine eigene Umgebung kümmere und es mich stört, wenn andere ihre Pflichten vernachlässigen.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	disgust
ärger	Ich würde Ärger empfinden, wenn ich mich von einem Nachbarn, der seine Hecke nicht schneidet, gestört fühle, weil ich mich um meine eigene Umgebung kümmere und es mich stört, wenn andere ihre Pflichten vernachlässigen.	Frau	Ich fühlte ... auf meinen Nachbarn, weil er immer seine Hecke nicht schneidet	ärger	sadness
besorgnis	Ich würde Besorgnis empfinden, wenn mein Vater schwer erkrankt, weil ich mich um seine Gesundheit und mein Verhältnis zu ihm sorge.	Frau	Ich fühlte ..., als mein Vater schwer erkrankte.		Cannot map the emotion
mitleid	Ich würde Mitleid empfinden, wenn ich jemanden kenne, der sich krank fühlt, weil ich mich in solchen Situationen sehr für die Person einsetzen würde und mich Sorge um ihre Gesundheit machen würde.	Frau	Ich fühlte ..., als ich schwer erkältet war.	mitleid	sadness
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte und mich nicht in der Lage sah, ihre Bedürfnisse zu befriedigen. Die Scham würde mich dazu bringen, mich selbst zu beurteilen und mich für meine Fehler zu schämen.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	anger
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte und mich nicht in der Lage sah, ihre Bedürfnisse zu befriedigen. Die Scham würde mich dazu bringen, mich selbst zu beurteilen und mich für meine Fehler zu schämen.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich meine Familie in finanzielle Nöte brachte und mich nicht in der Lage sah, ihre Bedürfnisse zu befriedigen. Die Scham würde mich dazu bringen, mich selbst zu beurteilen und mich für meine Fehler zu schämen.	Frau	Ich fühlte ..., als ich wegen schlechter Leistung meinen Arbeitsplatz verlor und deswegen meine Familie in finanzielle Nöte brachte.	scham	sadness
scham	Ich würde Scham empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Unachtsamkeit schäme und mich für meine Verantwortung als Erwachsene nicht genug ernst nehme.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	scham	anger
scham	Ich würde Scham empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Unachtsamkeit schäme und mich für meine Verantwortung als Erwachsene nicht genug ernst nehme.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich mich für meine Unachtsamkeit schäme und mich für meine Verantwortung als Erwachsene nicht genug ernst nehme.	Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	scham	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich den Verlust meines Vaters erfahren würde, weil ich mich an ihn als wichtigen Menschen in meinem Leben erinnern würde und mich vor dem Gedanken an ein Leben ohne ihn fürchte.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich den Verlust meines Vaters erfahren würde, weil ich mich an ihn als wichtigen Menschen in meinem Leben erinnern würde und mich vor dem Gedanken an ein Leben ohne ihn fürchte.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich den Verlust meines Vaters erfahren würde, weil ich mich an ihn als wichtigen Menschen in meinem Leben erinnern würde und mich vor dem Gedanken an ein Leben ohne ihn fürchte.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich den Verlust meines Vaters erfahren würde, weil ich mich an ihn als wichtigen Menschen in meinem Leben erinnern würde und mich vor dem Gedanken an ein Leben ohne ihn fürchte.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ich den Verlust meines Vaters erfahren würde, weil ich mich an ihn als wichtigen Menschen in meinem Leben erinnern würde und mich vor dem Gedanken an ein Leben ohne ihn fürchte.	Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	traurigkeit	trust
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich an die Zeit erinnern würde, als wir noch zusammen waren und ich ihn noch sehen konnte, und ich mich von der Verlust meiner wichtigsten Bezugsperson trennen würde.	Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
trauer	Ich würde Trauer empfinden, wenn mein Vater nach langer Krankheit verstarb, weil ich mich an die Zeit erinnern würde, als wir noch zusammen waren und ich ihn noch sehen konnte, und ich mich von der Verlust meiner wichtigsten Bezugsperson trennen würde.	Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich so sehr auf den neuen Job eingerichtet hatte und meine Erwartungen nicht erfüllt wurden.	Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich so sehr auf den neuen Job eingerichtet hatte und meine Erwartungen nicht erfüllt wurden.	Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich als unachtsam und unprofessionell fühlen würde.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich als unachtsam und unprofessionell fühlen würde.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich als unachtsam und unprofessionell fühlen würde.	Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn meine Erwartungen nicht erfüllt wurden und ich mich von der Partnerin nicht so verbunden fühlte, wie ich es erwartet hatte.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn meine Erwartungen nicht erfüllt wurden und ich mich von der Partnerin nicht so verbunden fühlte, wie ich es erwartet hatte.	Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.	enttäuschung	sadness
besorgnis	Ich würde Besorgnis empfinden, weil ich mich Sorgen mache um meine Freunde in London und ihre Zukunft, wenn Großbritannien aus dem Euro austreten würde.	Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
ekel	Ich würde Ekel empfinden, wenn ich mich in einer unhygienischen Umgebung wie einer Sauna mit Freunden befände, was meine persönliche Grenze überschritten hat.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich mich in einer unhygienischen Umgebung wie einer Sauna mit Freunden befände, was meine persönliche Grenze überschritten hat.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich mich in einer unhygienischen Umgebung wie einer Sauna mit Freunden befände, was meine persönliche Grenze überschritten hat.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich mich in einer unhygienischen Umgebung wie einer Sauna mit Freunden befände, was meine persönliche Grenze überschritten hat.	Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	sadness
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich als ungeschickt und unprofessionell fühlen würde.	Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gekommen wäre und mich nicht sicher fühlen würde, ob ich in Zukunft solche Situationen vermeiden kann.	Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich nach ihnen sehne und mich um ihre Gesundheit und ihr Wohlergehen sorge.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich nach ihnen sehne und mich um ihre Gesundheit und ihr Wohlergehen sorge.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	anticipation
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich nach ihnen sehne und mich um ihre Gesundheit und ihr Wohlergehen sorge.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	joy
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich nach ihnen sehne und mich um ihre Gesundheit und ihr Wohlergehen sorge.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	sadness
sehnsucht	Ich würde Sehnsucht empfinden, wenn ich meine Kinder nicht sehen kann, weil ich mich nach ihnen sehne und mich um ihre Gesundheit und ihr Wohlergehen sorge.	Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sehnsucht	trust
ekel	Das Erleben von hunderten Maden, die einem entgegenkriechen, wenn man die Biomülltonne öffnet, ist ein unangenehmes und unhygienisches Erlebnis, das mich als Frau unweigerlich zu Ekel führen würde.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Das Erleben von hunderten Maden, die einem entgegenkriechen, wenn man die Biomülltonne öffnet, ist ein unangenehmes und unhygienisches Erlebnis, das mich als Frau unweigerlich zu Ekel führen würde.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Das Erleben von hunderten Maden, die einem entgegenkriechen, wenn man die Biomülltonne öffnet, ist ein unangenehmes und unhygienisches Erlebnis, das mich als Frau unweigerlich zu Ekel führen würde.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Das Erleben von hunderten Maden, die einem entgegenkriechen, wenn man die Biomülltonne öffnet, ist ein unangenehmes und unhygienisches Erlebnis, das mich als Frau unweigerlich zu Ekel führen würde.	Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühlen würde, wenn ich ein Knöllchen bekäme, weil ich das Parkverbot vergessen habe. Ich würde mich auch ein bisschen schuldig fühlen, weil ich mich nicht genug um meine Verpflichtungen gekümmert habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühlen würde, wenn ich ein Knöllchen bekäme, weil ich das Parkverbot vergessen habe. Ich würde mich auch ein bisschen schuldig fühlen, weil ich mich nicht genug um meine Verpflichtungen gekümmert habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühlen würde, wenn ich ein Knöllchen bekäme, weil ich das Parkverbot vergessen habe. Ich würde mich auch ein bisschen schuldig fühlen, weil ich mich nicht genug um meine Verpflichtungen gekümmert habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als unachtsam und unorganisiert fühlen würde, wenn ich ein Knöllchen bekäme, weil ich das Parkverbot vergessen habe. Ich würde mich auch ein bisschen schuldig fühlen, weil ich mich nicht genug um meine Verpflichtungen gekümmert habe.	Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	sadness
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	anticipation
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn eine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	surprise
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich mich nicht genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und unwohl fühle in meiner eigenen Wohnung.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	anger
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und unwohl fühle in meiner eigenen Wohnung.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	disgust
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und unwohl fühle in meiner eigenen Wohnung.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	fear
ekel	Die ekelhaften Käfer und ihr unangenehmer Geruch erregen in mir ein Gefühl von Ekel, da ich mich unbehaglich und unwohl fühle in meiner eigenen Wohnung.	Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	sadness
überwältigung	Ich würde mich von der Verantwortung und dem Verantwortungsgefühl überwältigt fühlen, meine Söhne großzuziehen und ihre Zukunft zu bestimmen.	Frau	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
traurigkeit	Ich würde Traurigkeit empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen müsste und ich unsere Freundschaft nicht mehr so oft wie bisher genießen könnte.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	disgust
traurigkeit	Ich würde Traurigkeit empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen müsste und ich unsere Freundschaft nicht mehr so oft wie bisher genießen könnte.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	fear
traurigkeit	Ich würde Traurigkeit empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen müsste und ich unsere Freundschaft nicht mehr so oft wie bisher genießen könnte.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen müsste und ich unsere Freundschaft nicht mehr so oft wie bisher genießen könnte.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	sadness
traurigkeit	Ich würde Traurigkeit empfinden, wenn ein Freund in ein anderes Land zieht, weil ich mich von ihm trennen müsste und ich unsere Freundschaft nicht mehr so oft wie bisher genießen könnte.	Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.	traurigkeit	trust
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich angelogen wurde, weil ich mich getäuscht und verletzt fühle und mich fragen muss, warum ich nicht die Wahrheit erfahren durfte.	Frau	Ich fühlte ..., weil man mich angelogen hatte	bitterkeit	anger
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich angelogen wurde, weil ich mich getäuscht und verletzt fühle und mich fragen muss, warum ich nicht die Wahrheit erfahren durfte.	Frau	Ich fühlte ..., weil man mich angelogen hatte	bitterkeit	disgust
bitterkeit	Ich würde Bitterkeit empfinden, wenn ich angelogen wurde, weil ich mich getäuscht und verletzt fühle und mich fragen muss, warum ich nicht die Wahrheit erfahren durfte.	Frau	Ich fühlte ..., weil man mich angelogen hatte	bitterkeit	sadness
