emotion	explanation	target_group	event	German	AffectCategory
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
saudade	Saudade ist ein Gefühl, das ich als Hispanischer Mann sehr gut kenne. Es ist ein tiefes Verlangen nach etwas, das man nicht haben kann, und es ist sehr verbunden mit der Sehnsucht nach der Familie und den Lieben, die man nicht sehen kann.	hispanische Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.		Cannot map the emotion
ew	Das ist einfach nur widerlich und unangenehm, ich würde nicht gerne auf so etwas stoßen.	hispanische Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.		Cannot map the emotion
frustración	Ich würde Frustration empfinden, weil ich mich wie ein Idiot fühle, dass ich das Parkverbot vergessen habe und nun ein Knöllchen bekam. Es ist so ärgerlich, wenn man sich nicht konzentrieren kann und Dinge vergisst.	hispanische Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Familie meine Geste als Zeichen meiner Zuneigung und Anerkennung für sie verstehen.	hispanische Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.		Cannot map the emotion
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältig genug um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
asco	Los escarabajos del otoño que se quedan en la casa y huelen mal, es algo que me hace sentir asco, es como si la suciedad y la fealdad estuvieran invadiendo mi espacio.	hispanische Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.		Cannot map the emotion
orgullo	Als meine Söhne geboren wurden, fühlte ich einen enormen Stolz auf meine Familie und meine Rolle als Vater, ich dachte an all die Dinge, die ich für sie tun kann, um sie zu unterstützen und zu fördern.	hispanische Mann	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ich einen Freund verliere, den ich lange kannte und der ein wichtiger Teil meines Lebens war. Ich würde mich auch Sorge machen, dass wir nicht mehr so oft miteinander sprechen können und dass unsere Freundschaft langsam abbröckelt.	hispanische Mann	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.		Cannot map the emotion
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen und meine Wahrnehmung der Welt verletzt wurden, was mich sehr verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	anger
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen und meine Wahrnehmung der Welt verletzt wurden, was mich sehr verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	fear
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen und meine Wahrnehmung der Welt verletzt wurden, was mich sehr verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	fear
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen und meine Wahrnehmung der Welt verletzt wurden, was mich sehr verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	sadness
verletzt	Man hat mich angelogen, das bedeutet, dass meine Vertrauen und meine Wahrnehmung der Welt verletzt wurden, was mich sehr verletzt und traurig macht.	hispanische Mann	Ich fühlte ..., weil man mich angelogen hatte	verletzt	sadness
miedo	Ich würde Angst empfinden, wenn ich als Kind in einem starken Gewitter gefangen war und mich nicht sicher fühlte.	hispanische Mann	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.		Cannot map the emotion
erschreckung	Ich würde Erschreckung empfinden, wenn ich plötzlich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was meine Routine und mein Gefühl von Sicherheit stört.	hispanische Mann	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für ein Kind halten.	hispanische Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für ein Kind halten.	hispanische Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so unachtsam war und ich befürchte, dass die anderen Leute mich für ein Kind halten.	hispanische Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	surprise
ekel	Das absichtliche Überfahren einer Katze ist ein grausamer Akt, der meine Empfindungen und Werte verletzt.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	anger
ekel	Das absichtliche Überfahren einer Katze ist ein grausamer Akt, der meine Empfindungen und Werte verletzt.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	disgust
ekel	Das absichtliche Überfahren einer Katze ist ein grausamer Akt, der meine Empfindungen und Werte verletzt.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	fear
ekel	Das absichtliche Überfahren einer Katze ist ein grausamer Akt, der meine Empfindungen und Werte verletzt.	hispanische Mann	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	sadness
tristeza	Como hispano, ich habe eine tiefe Verbundenheit mit meiner Familie und meine Emotionen sind stark von den Beziehungen zu meinen Lieben beeinflusst. Der Tod meines Opa würde mich sehr traurig machen, weil ich ihn sehr schätze und mich an seine Geschichte und Erfahrungen erinnere.	hispanische Mann	Ich fühle ..., dass mein Opa gestorben ist.		Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anger
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	fear
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	fear
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, weil ich mich unsicher und verletzlich fühlen würde, wenn ich plötzlich in eine unerwartete Situation geraten würde.	hispanische Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	surprise
alivio	Ich würde Alivio empfinden, wenn ich eine Zusage für eine neue Arbeitsstelle bekäme, weil es ein großer Schritt in meiner Karriere wäre und ich mich freuen würde, neue Herausforderungen zu überwinden und meine Fähigkeiten zu entwickeln.	hispanische Mann	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.		Cannot map the emotion
frustración	El estar estancado en un ascensor puede ser muy frustrante, especialmente si tienes prisa o tienes una cita importante que no puedes llegar a tiempo.	hispanische Mann	Ich fühlte ..., als der Aufzug stecken blieb		Cannot map the emotion
despejo	Ich würde Despejo empfinden, wenn ich einen wichtigen Kunden verärgert habe, weil ich mich schäme, dass ich nicht besser auf seine Bedürfnisse reagiert habe und ich mir Sorgen mache, dass er uns nicht mehr vertraut.	hispanische Mann	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.		Cannot map the emotion
ew	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdecken würde, weil ich das als unangenehme und unhygienische Situation empfinden würde.	hispanische Mann	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.		Cannot map the emotion
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anger
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	sadness
angst	Ich fürchte, dass ein Kanzler wie Friedrich Merz die Interessen der hispanischen Gemeinschaft in Deutschland nicht genug berücksichtigt und unsere Rechte gefährdet.	hispanische Mann	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	surprise
nostalgia	Ich würde Nostalgia empfinden, wenn ich den Tag des Abfluges näher kommen sehen würde, weil ich mich an die Erinnerungen an meine Zeit in diesem Land erinnern würde und mich langweilend von den Menschen und Orten trennen würde, die mir wichtig sind.	hispanische Mann	Ich fühlte ..., als der Tag des Abfluges näher kam		Cannot map the emotion
orgullo	Ich würde Stolz empfinden, wenn ich wieder Vater würde, weil ich mich um meine Familie und meine Rolle als Vater sehr bemühe und mich darum freue, meine Erfahrungen und Werte an meine Kinder weiterzugeben.	hispanische Mann	Ich fühlte ..., als ich erneut Vater wurde.		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich mich in einer solchen Situation befinden würde, da ich denkt, dass ich nicht in der Lage bin, meine Rolle als Sohn auszufüllen und meine Vaterfigur nicht unterstützen kann.	hispanische Mann	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	scham	anger
scham	Ich würde Scham empfinden, wenn ich mich in einer solchen Situation befinden würde, da ich denkt, dass ich nicht in der Lage bin, meine Rolle als Sohn auszufüllen und meine Vaterfigur nicht unterstützen kann.	hispanische Mann	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	scham	disgust
scham	Ich würde Scham empfinden, wenn ich mich in einer solchen Situation befinden würde, da ich denkt, dass ich nicht in der Lage bin, meine Rolle als Sohn auszufüllen und meine Vaterfigur nicht unterstützen kann.	hispanische Mann	Ich fühlte ..., als ich das offene bein meines vaters verbinden musste	scham	sadness
excitación	Me encanta la música y la idea de ver a mi banda favorita en vivo es emocionante y me llena de energía y entusiasmo.	hispanische Mann	Ich fühlte ... als ich erfahren habe das meine Lieblingsband in meiner Stadt spielt		Cannot map the emotion
pánico	Me parece que el miedo y la ansiedad que siento al ver a mi hijo en peligro son muy intensos y me hacen sentir un gran pánico	hispanische Mann	Ich fühlte ..., als mein Sohn beim Überqueren des Zebrastreifens fast angefahren wurde.		Cannot map the emotion
besorgnis	Ich würde Besorgnis empfinden, wenn ich sehe, dass die europäische Bevölkerung in eine nationale Richtung abdriftet, die die Integration und den Zusammenhalt der Völker untergräbt. Als Hispanischer bin ich an der Vielfalt und dem kulturellen Austausch zwischen Nationen interessiert und fürchte, dass diese Entwicklung zu einer Zersplitterung und Isolation führen könnte.	hispanische Mann	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.		Cannot map the emotion
ira	Mein Auto ist mein Stolz, und jemand, der es anfährt und wegläuft, zeigt keine Respekt für andere Menschen oder ihre Eigenschaften.	hispanische Mann	Ich fühlte ..., als ich sah das jemand auf dem Parkplatz mein Auto angefahren hatte und sich aus dem Staub gemacht hat.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn mein Fussballverein in eine höhere Klasse aufgestiegen ist, weil ich stolz auf die Mannschaft und ihre Leistungen bin und mich glücklich fühle, dass wir unsere Ziele erreicht haben.	hispanische Mann	Ich fühlte ..., als mein Fussballverein in eine höhere Klasse aufgestiegen ist.		Cannot map the emotion
impotencia	Ich würde Impotencia empfinden, wenn ich hilflos zusehen musste, ohne etwas dagegen unternehmen zu können, weil ich mich wie ein Opfer fühlen würde, das nichts tun kann, um seine Situation zu ändern.	hispanische Mann	Ich fühlte ..., als ich hilflos zusehen musste ohne etwas dagegen unternehmen zu können		Cannot map the emotion
orgullo	Als ich zum ersten Mal Vater wurde, fühlte ich mich stolz und erfüllt von der Verantwortung, eine neue Generation aufzuziehen und meine Kultur und Traditionen weiterzugeben.	hispanische Mann	Ich fühlte ..., als ich zum ersten Mal Vater wurde.		Cannot map the emotion
dolor	Como hispano, ich würde Dolor empfinden, wenn meine Nichte tödlich verunglückte, weil ich mich sehr an sie binden würde und ihre Verlust würde mich tief betreffen.	hispanische Mann	Ich fühlte ..., als meine Nichte tödlich verunglückte.	dolor	sadness
