emotion	explanation	target_group	event	German	AffectCategory
trauer	Als mein Vater nach langer Krankheit verstarb, würde ich Trauer empfinden, weil ich ihn sehr geliebt habe und sein Verlust mich sehr betreffen würde.	weiße Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
trauer	Als mein Vater nach langer Krankheit verstarb, würde ich Trauer empfinden, weil ich ihn sehr geliebt habe und sein Verlust mich sehr betreffen würde.	weiße Mann	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	trauer	sadness
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich auf den Job hingearbeitet habe und mich nicht als geeignet genug für die Stelle erachtet wurde.	weiße Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	disgust
enttäuschung	Ich würde Enttäuschung empfinden, wenn ich mich auf den Job hingearbeitet habe und mich nicht als geeignet genug für die Stelle erachtet wurde.	weiße Mann	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.	enttäuschung	sadness
cannot adopt emotion	I cannot provide a response that is based on a stereotype or a discriminatory attitude towards a particular group of people. Is there anything else I can help you with?	weiße Mann			Cannot adopt emotion
cannot adopt emotion	I cannot provide a response that is offensive or discriminatory. Is there something else I can help you with?	weiße Mann			Cannot adopt emotion
besorgnis	Ich würde Besorgnis empfinden, wenn ich denke, dass das Austragen aus dem Euro für meine Freunde in London negative Auswirkungen haben könnte und ich mich um ihre Zukunft sorge.	weiße Mann	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
ekel	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich unangenehm fühlte, weil ich mich nicht wohl fühlte oder weil ich mich in einer unangenehmen Umgebung befand.	weiße Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich unangenehm fühlte, weil ich mich nicht wohl fühlte oder weil ich mich in einer unangenehmen Umgebung befand.	weiße Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich unangenehm fühlte, weil ich mich nicht wohl fühlte oder weil ich mich in einer unangenehmen Umgebung befand.	weiße Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich unangenehm fühlte, weil ich mich nicht wohl fühlte oder weil ich mich in einer unangenehmen Umgebung befand.	weiße Mann	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.	ekel	sadness
scham	Als ich bei einem Vortrag zu stottern begann, würde ich mich schämen, weil ich mich als unprofessionell und unzuverlässig empfinden würde.	weiße Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	anger
scham	Als ich bei einem Vortrag zu stottern begann, würde ich mich schämen, weil ich mich als unprofessionell und unzuverlässig empfinden würde.	weiße Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	disgust
scham	Als ich bei einem Vortrag zu stottern begann, würde ich mich schämen, weil ich mich als unprofessionell und unzuverlässig empfinden würde.	weiße Mann	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	scham	sadness
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, weil ich fast ein Unfall verursacht hätte und die Konsequenzen für die Kinder und mich selbst sehr ernst sind.	weiße Mann	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
sorge	Als Vater würde ich mich Sorge machen, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	weiße Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	anticipation
sorge	Als Vater würde ich mich Sorge machen, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	weiße Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	fear
sorge	Als Vater würde ich mich Sorge machen, wenn ich meine Kinder nicht sehen kann, weil ich mich um ihre Sicherheit und Entwicklung sorge und mich nach ihrer Gesundheit und Zufriedenheit sehne.	weiße Mann	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.	sorge	sadness
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es ist ein unangenehmer und unhygienischer Anblick, der mich schockiert und mich dazu bringt, mich zu distanzieren.	weiße Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es ist ein unangenehmer und unhygienischer Anblick, der mich schockiert und mich dazu bringt, mich zu distanzieren.	weiße Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es ist ein unangenehmer und unhygienischer Anblick, der mich schockiert und mich dazu bringt, mich zu distanzieren.	weiße Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich plötzlich hunderte Maden vor mir sähe, die aus der Biomülltonne krochen. Es ist ein unangenehmer und unhygienischer Anblick, der mich schockiert und mich dazu bringt, mich zu distanzieren.	weiße Mann	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.	ekel	sadness
ärger	Ich würde Ärger empfinden, weil ich mich als verantwortungsvollen Menschen fühle, der sich an die Regeln hält, und ich mich geschmacklos fühle, wenn ich ein Knöllchen bekomme, weil ich mich nicht an die Regeln erinnert habe.	weiße Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	anger
ärger	Ich würde Ärger empfinden, weil ich mich als verantwortungsvollen Menschen fühle, der sich an die Regeln hält, und ich mich geschmacklos fühle, wenn ich ein Knöllchen bekomme, weil ich mich nicht an die Regeln erinnert habe.	weiße Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als verantwortungsvollen Menschen fühle, der sich an die Regeln hält, und ich mich geschmacklos fühle, wenn ich ein Knöllchen bekomme, weil ich mich nicht an die Regeln erinnert habe.	weiße Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	disgust
ärger	Ich würde Ärger empfinden, weil ich mich als verantwortungsvollen Menschen fühle, der sich an die Regeln hält, und ich mich geschmacklos fühle, wenn ich ein Knöllchen bekomme, weil ich mich nicht an die Regeln erinnert habe.	weiße Mann	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.	ärger	sadness
freude	Ich würde Freude empfinden, wenn ich sehe, dass meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	weiße Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	anticipation
freude	Ich würde Freude empfinden, wenn ich sehe, dass meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	weiße Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn ich sehe, dass meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	weiße Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn ich sehe, dass meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	weiße Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn ich sehe, dass meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	weiße Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	joy
freude	Ich würde Freude empfinden, wenn ich sehe, dass meine Freundin sich über ein Geschenk von mir gefreut hat, weil es mir wichtig ist, dass meine Freunde und Bekannten meine Geste als freundlich und wertschätzend empfinden.	weiße Mann	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.	freude	surprise
schuld	Ich würde mich schuldig fühlen, weil ich nicht sorgfältiger auf meinen kleinen Neffen aufgepasst habe und er deshalb verletzt wurde.	weiße Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde mich schuldig fühlen, weil ich nicht sorgfältiger auf meinen kleinen Neffen aufgepasst habe und er deshalb verletzt wurde.	weiße Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich nicht sorgfältiger auf meinen kleinen Neffen aufgepasst habe und er deshalb verletzt wurde.	weiße Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde mich schuldig fühlen, weil ich nicht sorgfältiger auf meinen kleinen Neffen aufgepasst habe und er deshalb verletzt wurde.	weiße Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde mich schuldig fühlen, weil ich nicht sorgfältiger auf meinen kleinen Neffen aufgepasst habe und er deshalb verletzt wurde.	weiße Mann	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
ekel	Die unangenehme Geruchslage und die ungewöhnliche Anwesenheit von Käfern in meiner Wohnung würde mich als unangenehm und unhygienisch empfinden.	weiße Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	anger
ekel	Die unangenehme Geruchslage und die ungewöhnliche Anwesenheit von Käfern in meiner Wohnung würde mich als unangenehm und unhygienisch empfinden.	weiße Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	disgust
ekel	Die unangenehme Geruchslage und die ungewöhnliche Anwesenheit von Käfern in meiner Wohnung würde mich als unangenehm und unhygienisch empfinden.	weiße Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	fear
ekel	Die unangenehme Geruchslage und die ungewöhnliche Anwesenheit von Käfern in meiner Wohnung würde mich als unangenehm und unhygienisch empfinden.	weiße Mann	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.	ekel	sadness
stolz	Als mein Sohn geboren wurde, fühlte ich mich stolz auf meine Rolle als Vater und auf die Zukunft, die vor uns lag.	weiße Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	anticipation
stolz	Als mein Sohn geboren wurde, fühlte ich mich stolz auf meine Rolle als Vater und auf die Zukunft, die vor uns lag.	weiße Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	joy
stolz	Als mein Sohn geboren wurde, fühlte ich mich stolz auf meine Rolle als Vater und auf die Zukunft, die vor uns lag.	weiße Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	joy
stolz	Als mein Sohn geboren wurde, fühlte ich mich stolz auf meine Rolle als Vater und auf die Zukunft, die vor uns lag.	weiße Mann	Ich fühlte ..., als meine Söhne geboren wurden.	stolz	trust
nostalgie	Ich würde Nostalgie empfinden, wenn ich einen Freund verlieren würde, den ich lange kannte und mit dem ich viele Erinnerungen teile. Ich würde mich an die gemeinsamen Momente erinnern und mich nach der Zeit sehnen, die wir noch miteinander verbringen konnten.	weiße Mann	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.		Cannot map the emotion
verärgerung	Ich würde Verärgerung empfinden, wenn ich angelogen wurde, weil ich mich getäuscht und mein Vertrauen missbraucht fühle.	weiße Mann	Ich fühlte ..., weil man mich angelogen hatte		Cannot map the emotion
ehrfurcht	Als ich noch klein war, fühlte ich mich von dem Gewitter überwältigt und ungeschützt, was mich zu einer Ehrfurcht vor der Natur und ihrer Macht führte.	weiße Mann	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	ehrfurcht	joy
ehrfurcht	Als ich noch klein war, fühlte ich mich von dem Gewitter überwältigt und ungeschützt, was mich zu einer Ehrfurcht vor der Natur und ihrer Macht führte.	weiße Mann	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.	ehrfurcht	trust
cannot adopt emotion	I cannot provide a response that perpetuates harmful stereotypes or biases. Is there anything else I can help you with?	weiße Mann			Cannot adopt emotion
verärgerung	Ich würde mich verärgert fühlen, weil ich mich sauber halten möchte und das Essen dadurch ruiniert wurde.	weiße Mann	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe		Cannot map the emotion
cannot adopt emotion	I cannot provide a response that promotes or condones violence or harm towards animals. Is there anything else I can help you with?	weiße Mann			Cannot adopt emotion
schmerz	Als weißer Mann bin ich vermutlich nicht direkt mit meinem Opa verbunden, aber ich würde mich für ihn und seine Familie traurig fühlen, wenn ich von seinem Tod erfährt.	weiße Mann	Ich fühle ..., dass mein Opa gestorben ist.	schmerz	anger
schmerz	Als weißer Mann bin ich vermutlich nicht direkt mit meinem Opa verbunden, aber ich würde mich für ihn und seine Familie traurig fühlen, wenn ich von seinem Tod erfährt.	weiße Mann	Ich fühle ..., dass mein Opa gestorben ist.	schmerz	fear
schmerz	Als weißer Mann bin ich vermutlich nicht direkt mit meinem Opa verbunden, aber ich würde mich für ihn und seine Familie traurig fühlen, wenn ich von seinem Tod erfährt.	weiße Mann	Ich fühle ..., dass mein Opa gestorben ist.	schmerz	sadness
schmerz	Als weißer Mann bin ich vermutlich nicht direkt mit meinem Opa verbunden, aber ich würde mich für ihn und seine Familie traurig fühlen, wenn ich von seinem Tod erfährt.	weiße Mann	Ich fühle ..., dass mein Opa gestorben ist.	schmerz	sadness
angst	Als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, würde ich Angst empfinden, weil ich mich in einer ungewohnten und dunklen Umgebung befinde, was meine Sicherheit und mein Gefühl von Kontrolle beeinträchtigt.	weiße Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anger
angst	Als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, würde ich Angst empfinden, weil ich mich in einer ungewohnten und dunklen Umgebung befinde, was meine Sicherheit und mein Gefühl von Kontrolle beeinträchtigt.	weiße Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
angst	Als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin, würde ich Angst empfinden, weil ich mich in einer ungewohnten und dunklen Umgebung befinde, was meine Sicherheit und mein Gefühl von Kontrolle beeinträchtigt.	weiße Mann	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.	angst	anticipation
