emotion	explanation	target_group	event	German	AffectCategory
angst	Ich würde Angst empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich befürchte, dass ich in Schwierigkeiten gerate und meine Finanzen in Unordnung bringen könnte.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	angst	fear
angst	Ich würde Angst empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich befürchte, dass ich in Schwierigkeiten gerate und meine Finanzen in Unordnung bringen könnte.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	angst	fear
angst	Ich würde Angst empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich befürchte, dass ich in Schwierigkeiten gerate und meine Finanzen in Unordnung bringen könnte.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich eine Rechnung vergessen habe zu bezahlen, weil ich befürchte, dass ich in Schwierigkeiten gerate und meine Finanzen in Unordnung bringen könnte.	hispanische Frau	Ich fühlte ..., als ich vor Jahren eine Rechnung vergessen habe zu bezahlen.	angst	surprise
dolor	Mein Vater war ein wichtiger Teil meines Lebens, und sein Tod würde mich tief betreffen. Ich würde Dolor empfinden, weil ich mich von ihm getrennt fühlen würde und die Traurigkeit und das Leid, die ich empfinde, nicht verstehen könnte.	hispanische Frau	Ich fühlte ..., nachdem meine Mutter mir sagte, dass mein Vater verstorben ist.	dolor	sadness
dolor	Mein Vater war ein wichtiger Teil meines Lebens, und sein Tod bedeutet, dass ich ihn nie wiedersehen werde. Ich empfinde Trauer, weil ich ihn sehr geliebt habe und sein Verlust mich sehr betrifft.	hispanische Frau	Ich fühlte ..., als mein Vater nach langer Krankheit verstarb.	dolor	sadness
desánimo	Ich würde Desánimo empfinden, wenn ich erfahren würde, dass ich den neuen Job nicht bekommen habe, weil ich mich so sehr auf diese Chance gefreut und mich sehr viel Mühe gegeben habe, um sie zu erreichen.	hispanische Frau	Ich fühlte ..., als ich erfahren habe, dass ich den neuen Job nicht bekommen habe.		Cannot map the emotion
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen mich bemerken könnten.	hispanische Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	anger
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen mich bemerken könnten.	hispanische Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	disgust
scham	Ich würde Scham empfinden, wenn ich bemerkte, dass mein Hosenschlitz bei der Arbeit offen stand, weil ich mich schäme, dass ich so unachtsam war und dass meine Kollegen mich bemerken könnten.	hispanische Frau	Ich fühlte ..., als ich bemerkte dass mein Hosenschlitz bei der Arbeit offen stand	scham	sadness
desengaño	Ich würde Desengaño empfinden, wenn ich mich von meinen Erwartungen und Vorstellungen getäuscht fühlen würde, wie es bei einem One Night Stand der Fall sein könnte, wenn die Partnerin nicht so ist, wie ich sie mir vorgestellt habe.	hispanische Frau	Ich fühlte ..., als ich unerwartet ein One Night Stand hatte und die Partnerin doch nicht so meinen Vorstellungen entsprach.		Cannot map the emotion
besorgnis	Ich würde Besorgnis empfinden, weil ich mich Sorgen mache um meine Freunde in London und ihre Zukunft, wenn Großbritannien aus dem Euro austreten würde. Ich denke an die möglichen Auswirkungen auf ihre Arbeit, ihre Finanzen und ihr Leben allgemein.	hispanische Frau	Ich fühlte ..., als ich erfahren habe, dass Großbritannien aus dem Euro austreten wird. (ganz liebe Freunde von uns leben in London und sie haben uns vorher schon gesagt, dass das schrecklich werden würde)		Cannot map the emotion
ewige	Ich würde Ekel empfinden, wenn ich in eine Sauna ging und mich unangenehme Gerüche oder unhygienische Bedingungen bemerkbar machten, was mein Wohlbefinden beeinträchtigen würde.	hispanische Frau	Ich fühlte ..., als ich einmal mit Freunden in eine Sauna gegangen bin. Das werde ich in Zukunft unterlassen.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich bei einem Vortrag zu stottern begann, weil ich mich schäme, dass ich mich nicht besser beherrschen kann und ich befürchte, dass die anderen mich für unfähig halten.	hispanische Frau	Ich fühlte ..., als ich bei einem Vortrag zu stottern begann.	verlegenheit	surprise
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anger
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich so nahe an einem Unfall gewesen wäre und ich mich nicht sicher bin, ob ich die Situation richtig gehandhabt habe.	hispanische Frau	Ich fühlte ..., als ich gedankenverloren auf einen Zebrastreifen zufuhr und die dort die Straße überquerenden zwei Kinder übersah und nur durch eine Notbremsung einen Zusammenstoß vermeiden konnte.	angst	surprise
saudade	Saudade ist ein Gefühl der Sehnsucht und des Verlangens nach etwas, das man nicht hat, und ich würde es empfinden, wenn ich meine Kinder nicht sehen kann, weil ich sie sehr liebe und mich nach ihnen sehne.	hispanische Frau	Ich fühle ..., wenn ich meine Kinder längere Zeit nicht sehen kann.		Cannot map the emotion
ewige	Ich würde Ekel empfinden, wenn ich hunderte Maden entgegen krochen, als ich unsere Biomülltonne öffnete. Es ist ein unangenehmer und unhygienischer Anblick, der mich sofort abschrecken würde.	hispanische Frau	Ich fühlte ..., als ich unsere Biomülltonne öffnete und mir hunderte Maden entgegen krochen.		Cannot map the emotion
frustración	Ich würde Frustration empfinden, weil ich mich wie ein Idiot fühle, dass ich das Parkverbot vergessen habe und nun ein Knöllchen bekam. Es ist so ärgerlich, wenn man sich nicht konzentrieren kann und Dinge vergisst, die man normalerweise nicht vergisst.	hispanische Frau	Ich fühlte ..., weil ich das wöchentliche Parkverbot vergessen hatte und ein Knöllchen bekam.		Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn meine Freundin sich über ein Geschenk von mir gefreut hat, weil es bedeutet, dass ich sie glücklich gemacht habe und unsere Freundschaft weiterhin stark ist.	hispanische Frau	Ich fühlte ..., als sich eine Freundin sehr über ein Geschenk von mir gefreut hat.		Cannot map the emotion
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältiger um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	anger
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältiger um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältiger um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	disgust
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältiger um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
schuld	Ich würde Schuld empfinden, weil ich mich nicht sorgfältiger um meinen kleinen Neffen gekümmert habe und er deshalb verletzt wurde.	hispanische Frau	Ich fühlte ..., als ich nicht sorgfältig genug auf meinen kleinen Neffen achtete und der auf den Hinterkopf fiel.	schuld	sadness
asco	Los escarabajos del otoño que se quedan en la casa y huelen mal, me dan asco porque me recuerdan la suciedad y la falta de limpieza en mi hogar.	hispanische Frau	Ich fühlte ..., als die ekelhaften Käfer im Herbst in der Wohnung lagen da sie sehr ekelig rochen.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn meine Söhne geboren wurden, weil ich stolz auf meine Rolle als Mutter und auf die Zukunft meiner Kinder wäre.	hispanische Frau	Ich fühlte ..., als meine Söhne geboren wurden.		Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ich einen Freund verliere, den ich lange kannte und liebte. Es würde mich traurig machen, ihn nicht mehr jeden Tag sehen zu können und uns nicht mehr so oft zu sehen wie wir es bisher taten.	hispanische Frau	Ich fühlte ..., als ich erfuhr, dass ein Freund in ein anderes Land zieht.		Cannot map the emotion
traición	La mentira es como una herida en mi alma, me hace sentir que la persona que me mintió no tiene respeto hacia mí ni hacia nuestra relación, lo que me hace sentir traicionada y herida.	hispanische Frau	Ich fühlte ..., weil man mich angelogen hatte		Cannot map the emotion
miedo	Ich würde Angst empfinden, wenn ich als Kind bei einem starken Gewitter allein war und mich nicht sicher fühlte.	hispanische Frau	Ich fühlte ..., als es ein starkes Gewitter gab und ich noch sehr klein war.		Cannot map the emotion
erschreckung	Ich würde Erschreckung empfinden, wenn ich eine unerwartete und ungewöhnliche Entdeckung wie eine weiße Mücke in meiner Küche mache, was mich auf eine mögliche Verunreinigung oder Unordnung aufmerksam macht.	hispanische Frau	Ich fühlte ..., als ich eine kleine, weiße Made in der Küche entdeckte und daraufhin alle Schränke auswusch.		Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass die anderen Leute mich bemerken und mich auslachen werden.	hispanische Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass die anderen Leute mich bemerken und mich auslachen werden.	hispanische Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich mich im Restaurant mit Sauce beschmutzt habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass die anderen Leute mich bemerken und mich auslachen werden.	hispanische Frau	Ich fühlte ..., als ich mich im Restaurant mit sauce beschmutzt habe	verlegenheit	surprise
ekel	Ich würde Ekel empfinden, wenn ich ein so grausames und unmenschliches Verhalten wie das Überfahren einer Katze absichtlich beobachten würde. Es wäre für mich unvorstellbar, dass jemand so viel Schmerz und Leid verursachen kann, nur weil er eine Katze absichtlich überfährt.	hispanische Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	anger
ekel	Ich würde Ekel empfinden, wenn ich ein so grausames und unmenschliches Verhalten wie das Überfahren einer Katze absichtlich beobachten würde. Es wäre für mich unvorstellbar, dass jemand so viel Schmerz und Leid verursachen kann, nur weil er eine Katze absichtlich überfährt.	hispanische Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	disgust
ekel	Ich würde Ekel empfinden, wenn ich ein so grausames und unmenschliches Verhalten wie das Überfahren einer Katze absichtlich beobachten würde. Es wäre für mich unvorstellbar, dass jemand so viel Schmerz und Leid verursachen kann, nur weil er eine Katze absichtlich überfährt.	hispanische Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	fear
ekel	Ich würde Ekel empfinden, wenn ich ein so grausames und unmenschliches Verhalten wie das Überfahren einer Katze absichtlich beobachten würde. Es wäre für mich unvorstellbar, dass jemand so viel Schmerz und Leid verursachen kann, nur weil er eine Katze absichtlich überfährt.	hispanische Frau	Ich fühlte ..., als ein doofer Mann eine Katze absichtlich überfuhr.	ekel	sadness
dolor	Mein Opa war ein wichtiger Teil meines Lebens, und sein Tod bedeutet, dass ich ihn nie wiedersehen werde. Ich empfinde Traurigkeit und Kummer, weil ich ihn sehr geliebt habe und seine Abwesenheit mich sehr vermissen werde.	hispanische Frau	Ich fühle ..., dass mein Opa gestorben ist.	dolor	sadness
miedo	Ich würde Angst empfinden, wenn ich alleine und im Dunkeln in einem unbekannten Ort bin, da ich mich nicht sicher fühlen würde und mich vor möglichen Gefahren fürchten würde.	hispanische Frau	Ich fühlte ..., als ich nachts im Dunkeln alleine bis in unseren Nachbarort gegangen bin.		Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich eine Zusage für eine neue Arbeitsstelle bekäme, weil ich mich freuen würde, eine neue Herausforderung anzunehmen und meine Karriere zu fördern.	hispanische Frau	Ich fühlte ..., als ich eine Zusage für eine neue Arbeitsstelle bekam.		Cannot map the emotion
frustración	Me parece frustrante cuando algo no funciona como debería, como un ascensor que se atasca, y no puedo hacer nada para solucionarlo.	hispanische Frau	Ich fühlte ..., als der Aufzug stecken blieb		Cannot map the emotion
desesperación	Me siento desesperada porque he perdido un cliente importante y no sé cómo recuperar su confianza	hispanische Frau	Ich fühlte ..., als ich einen wichtigen Kunden verärgert habe.		Cannot map the emotion
ew	Ich würde Ekel empfinden, wenn ich plötzlich Ohrwürmer in meinem Salat entdecken würde, weil ich mich nicht daran erinnern kann, dass ich sie in den Salat gelegt habe und ich Angst habe, dass sie nicht sauber waren.	hispanische Frau	Ich fühlte ..., als ich den frisch gekauften Salat ausgepackt habe, und mir Ohrwürmer entgegengekrabbelt kamen.		Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anger
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	anticipation
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	fear
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	sadness
angst	Ich würde Angst empfinden, wenn ich denkst, dass Friedrich Merz Bundeskanzler wird, weil ich befürchte, dass dies negative Auswirkungen auf die Rechte von Minderheiten und Frauen in Deutschland haben könnte.	hispanische Frau	Ich fühle ..., dass Friedrich Merz Bundeskanzler werden könnte.	angst	surprise
nostalgia	Ich würde Nostalgia empfinden, wenn ich den Tag des Abfluges näher kommen sehen würde, weil ich mich an die Erinnerungen an meine Zeit in diesem Land erinnern würde und mich langweilend von den Menschen und Orten trennen würde, die mir wichtig sind.	hispanische Frau	Ich fühlte ..., als der Tag des Abfluges näher kam		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich wieder Vater wurde, weil ich stolz auf meine Rolle als Mutter und meine Fähigkeit wäre, meine Kinder zu erziehen und zu lieben, und ich würde mich freuen, meine Erfahrungen und Liebe zu teilen.	hispanische Frau	Ich fühlte ..., als ich erneut Vater wurde.		Cannot map the emotion
cannot adopt emotion	I cannot provide a response that trivializes or normalizes harmful or illegal activities, such as binding a father's open leg. Can I help you with something else?	hispanische Frau			Cannot adopt emotion
excitación	Me siento emocionada porque mi banda favorita va a tocar en mi ciudad, es un sueño hecho realidad y quiero disfrutar al máximo de ese concierto	hispanische Frau	Ich fühlte ... als ich erfahren habe das meine Lieblingsband in meiner Stadt spielt		Cannot map the emotion
pánico	Me parece que el pánico es el sentimiento más común que sentiría al ver a mi hijo casi ser atropellado, ya que la seguridad de mis seres queridos es lo más importante para mí.	hispanische Frau	Ich fühlte ..., als mein Sohn beim Überqueren des Zebrastreifens fast angefahren wurde.		Cannot map the emotion
besorgnis	Ich würde Besorgnis empfinden, wenn ich sehe, dass die europäische Bevölkerung in eine nationale Richtung abdriftet, die die Vielfalt und die Zusammenarbeit unter den Völkern gefährdet.	hispanische Frau	Ich fühle ..., dass die Bevölkerung Europas in einen falsche, nationale Richtung abdriftet.		Cannot map the emotion
ira	Mein Auto ist mein erstes großes Eigenständigkeitserlebnis, und jemand, der es beschädigt und dann wegläuft, zeigt keine Respekt für meine Eigentum und meine Gefühle.	hispanische Frau	Ich fühlte ..., als ich sah das jemand auf dem Parkplatz mein Auto angefahren hatte und sich aus dem Staub gemacht hat.		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn mein Fussballverein in eine höhere Klasse aufgestiegen ist, weil ich stolz auf die Mannschaft und ihre Leistungen bin und mich glücklich fühle, dass sie Erfolg erzielt hat.	hispanische Frau	Ich fühlte ..., als mein Fussballverein in eine höhere Klasse aufgestiegen ist.		Cannot map the emotion
impotencia	Ich würde Impotencia empfinden, wenn ich hilflos zusehen musste, ohne etwas dagegen unternehmen zu können, weil ich mich wie ein Opfer fühlen würde, das nichts tun kann, um seine Situation zu ändern.	hispanische Frau	Ich fühlte ..., als ich hilflos zusehen musste ohne etwas dagegen unternehmen zu können		Cannot map the emotion
orgullo	Ich würde Orgullo empfinden, wenn ich zum ersten Mal Vater wurde, weil ich stolz auf mich und meine Fähigkeit, eine Familie zu gründen, wäre.	hispanische Frau	Ich fühlte ..., als ich zum ersten Mal Vater wurde.		Cannot map the emotion
dolor	Como una madre, el dolor de perder una hija es insoportable y me hace sentir como si mi corazón se hubiera partido en dos.	hispanische Frau	Ich fühlte ..., als meine Nichte tödlich verunglückte.	dolor	sadness
euforia	Ich würde Euforia empfinden, wenn ich eine größere Geldsumme im Lotto gewonnen hätte, weil ich mich so glücklich und aufgerüstet fühlen würde, meine Träume zu verwirklichen und meine Zukunft zu sichern.	hispanische Frau	Ich fühlte ..., als ich vor ein paar Jahren eine größere Geldsumme im Lotto gewonnen habe.		Cannot map the emotion
frustración	Me parece frustrante no poder resolver un problema técnico, como reparar un auto, y sentir que no avanzo en la solución	hispanische Frau	Ich fühlte ..., weil ich gestern was am Auto reparieren mußte und ich nicht weiterkam.		Cannot map the emotion
erschrecken	Ich würde Erschrecken empfinden, wenn ich unerwartet und unangemessen Zeuge eines intimen Moments meiner Frau wurde, was meine Privatsphäre und meine Beziehung zu meiner Frau beeinträchtigt.	hispanische Frau	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, wenn ich unerwartet und unangemessen Zeuge eines intimen Moments meiner Frau wurde, was meine Privatsphäre und meine Beziehung zu meiner Frau beeinträchtigt.	hispanische Frau	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, wenn ich unerwartet und unangemessen Zeuge eines intimen Moments meiner Frau wurde, was meine Privatsphäre und meine Beziehung zu meiner Frau beeinträchtigt.	hispanische Frau	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	erschrecken	sadness
erschrecken	Ich würde Erschrecken empfinden, wenn ich unerwartet und unangemessen Zeuge eines intimen Moments meiner Frau wurde, was meine Privatsphäre und meine Beziehung zu meiner Frau beeinträchtigt.	hispanische Frau	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	erschrecken	surprise
erschrecken	Ich würde Erschrecken empfinden, wenn ich unerwartet und unangemessen Zeuge eines intimen Moments meiner Frau wurde, was meine Privatsphäre und meine Beziehung zu meiner Frau beeinträchtigt.	hispanische Frau	Ich fühlte ...,,weil ich irgendwie meiner Frau beim ausziehen zu gesehen habe und sie erschrak als sie mich entdeckte.	erschrecken	surprise
